id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
2901,Female,52,1,46,0,1-2 Year,Yes,2630,157,234,0
2902,Female,48,1,8,0,1-2 Year,No,2630,26,37,0
2903,Female,26,1,28,0,< 1 Year,Yes,2630,156,239,0
2904,Female,24,1,15,1,< 1 Year,No,38037,152,265,0
2905,Female,34,1,15,0,> 2 Years,Yes,2630,157,276,0
2906,Male,44,1,28,1,< 1 Year,No,2630,1,153,0
2907,Female,25,1,29,1,< 1 Year,No,30528,152,241,0
2908,Male,44,1,11,0,1-2 Year,Yes,34556,26,12,1
2909,Female,20,1,13,1,< 1 Year,No,21597,160,121,0
2910,Female,21,1,36,1,< 1 Year,No,22702,160,293,0
2911,Female,49,1,8,0,1-2 Year,No,40310,124,246,0
2912,Male,65,1,28,0,> 2 Years,Yes,46723,26,122,1
2913,Female,23,1,6,1,< 1 Year,No,31153,26,218,0
2914,Female,38,1,29,0,1-2 Year,Yes,2630,154,152,0
2915,Male,79,1,28,0,1-2 Year,Yes,33335,26,136,0
2916,Male,35,1,15,1,1-2 Year,No,2630,124,77,0
2917,Female,54,1,28,0,1-2 Year,Yes,64764,26,97,0
2918,Female,20,1,6,0,< 1 Year,Yes,26988,160,138,0
2919,Male,29,1,29,1,1-2 Year,No,2630,124,197,0
2920,Female,32,1,16,1,< 1 Year,No,2630,152,121,0
2921,Male,28,1,30,1,< 1 Year,No,25381,152,215,0
2922,Female,25,1,3,1,< 1 Year,No,22704,152,159,0
2923,Male,22,1,34,0,< 1 Year,Yes,33801,152,188,0
2924,Female,35,1,46,1,1-2 Year,No,2630,160,86,0
2925,Male,36,1,28,0,1-2 Year,No,2630,26,40,0
2926,Male,38,1,28,0,1-2 Year,Yes,28978,122,42,0
2927,Male,24,1,8,1,< 1 Year,No,58255,152,234,0
2928,Male,24,1,17,1,< 1 Year,No,36489,152,37,0
2929,Male,47,1,50,0,1-2 Year,Yes,38019,18,128,0
2930,Male,44,1,7,0,1-2 Year,No,2630,26,115,0
2931,Male,63,1,28,0,1-2 Year,Yes,86349,26,108,0
2932,Female,55,1,28,0,1-2 Year,Yes,33060,55,106,0
2933,Male,48,1,15,0,1-2 Year,Yes,49759,26,130,0
2934,Male,45,1,33,1,1-2 Year,No,2630,124,25,0
2935,Female,26,1,14,1,< 1 Year,No,2630,160,89,0
2936,Male,43,1,15,1,1-2 Year,No,36593,124,21,0
2937,Female,63,1,28,0,1-2 Year,Yes,47468,122,138,0
2938,Female,29,1,12,0,< 1 Year,Yes,28728,124,279,1
2939,Male,23,1,15,0,< 1 Year,No,2630,160,242,0
2940,Female,23,1,49,0,< 1 Year,Yes,40222,152,269,0
2941,Male,32,1,15,0,< 1 Year,No,22331,152,20,0
2942,Female,31,1,28,0,< 1 Year,Yes,2630,157,82,0
2943,Male,40,1,9,0,1-2 Year,Yes,2630,152,19,0
2944,Male,53,1,28,0,> 2 Years,Yes,50806,26,32,1
2945,Female,23,1,2,1,< 1 Year,No,35772,152,226,0
2946,Female,53,1,41,1,1-2 Year,No,45759,152,248,0
2947,Male,52,1,47,0,> 2 Years,Yes,32195,124,121,0
2948,Female,23,1,29,1,< 1 Year,No,35004,152,236,0
2949,Female,20,1,50,0,< 1 Year,Yes,44749,160,203,0
2950,Female,20,1,3,1,< 1 Year,No,26533,160,100,0
2951,Female,34,1,8,0,1-2 Year,Yes,51242,152,95,0
2952,Male,25,1,31,1,< 1 Year,No,2630,152,87,0
2953,Female,28,1,28,0,< 1 Year,Yes,27346,152,166,0
2954,Male,33,1,28,0,< 1 Year,Yes,51631,124,22,0
2955,Female,21,1,32,1,< 1 Year,No,25096,160,255,0
2956,Female,58,1,28,0,> 2 Years,Yes,78895,26,80,1
2957,Female,24,1,35,1,< 1 Year,No,39126,152,271,0
2958,Female,24,1,10,1,< 1 Year,No,27848,152,195,0
2959,Female,47,1,28,0,1-2 Year,Yes,48159,124,30,0
2960,Male,69,1,8,1,1-2 Year,No,31116,26,57,0
2961,Male,50,1,28,0,1-2 Year,Yes,33408,122,225,0
2962,Male,59,1,15,1,1-2 Year,No,49616,26,102,0
2963,Male,27,1,28,0,1-2 Year,Yes,2630,156,227,0
2964,Female,24,1,9,1,< 1 Year,No,38595,152,37,0
2965,Female,27,1,3,1,1-2 Year,No,2630,157,128,0
2966,Female,44,1,28,0,> 2 Years,Yes,44253,26,242,1
2967,Female,23,1,6,1,< 1 Year,No,21787,152,174,0
2968,Female,26,1,28,1,< 1 Year,No,31869,151,250,0
2969,Male,25,1,28,0,1-2 Year,Yes,49083,156,104,1
2970,Female,24,1,36,1,< 1 Year,No,43492,160,139,0
2971,Female,25,1,28,1,< 1 Year,No,42465,152,33,0
2972,Male,24,1,8,1,< 1 Year,No,37801,152,56,0
2973,Male,24,1,15,1,< 1 Year,No,43686,152,133,0
2974,Male,69,1,28,1,1-2 Year,No,48065,124,50,0
2975,Male,80,1,11,0,1-2 Year,Yes,2630,120,52,0
2976,Male,24,1,28,1,1-2 Year,No,47999,157,180,0
2977,Male,73,1,28,1,1-2 Year,No,42938,124,194,0
2978,Female,28,1,3,0,1-2 Year,Yes,27637,163,249,0
2979,Male,42,1,37,1,1-2 Year,No,25098,128,223,0
2980,Male,52,1,8,0,1-2 Year,No,32607,124,229,0
2981,Male,22,1,17,0,< 1 Year,Yes,27832,152,290,0
2982,Male,47,1,48,0,1-2 Year,No,2630,26,271,0
2983,Female,25,1,18,1,< 1 Year,No,27249,152,183,0
2984,Male,24,1,36,1,< 1 Year,No,21856,152,200,0
2985,Male,27,1,30,1,< 1 Year,No,22906,152,290,0
2986,Male,44,1,28,0,1-2 Year,Yes,37384,26,216,0
2987,Female,53,1,8,0,1-2 Year,Yes,55508,25,257,1
2988,Male,23,1,35,1,< 1 Year,No,36072,151,174,0
2989,Male,24,1,45,0,< 1 Year,Yes,28751,152,279,0
2990,Female,24,1,34,1,< 1 Year,No,31106,152,289,0
2991,Female,26,1,45,0,< 1 Year,Yes,28234,152,251,0
2992,Female,25,1,14,1,< 1 Year,No,38348,152,207,0
2993,Male,22,1,14,1,< 1 Year,No,30457,152,163,0
2994,Male,26,1,15,1,< 1 Year,No,34623,152,165,0
2995,Female,30,1,46,0,< 1 Year,Yes,2630,152,67,0
2996,Male,68,1,8,0,1-2 Year,Yes,34149,26,261,0
2997,Female,44,1,23,0,1-2 Year,Yes,19349,124,99,0
2998,Male,61,1,28,1,1-2 Year,No,2630,122,283,0
2999,Female,47,1,28,0,1-2 Year,Yes,45653,52,53,0
3000,Male,51,1,48,0,1-2 Year,Yes,2630,26,40,1
3001,Female,23,1,28,1,< 1 Year,No,37273,152,172,0
3002,Female,24,1,3,1,< 1 Year,No,26670,152,248,0
3003,Male,25,1,25,1,< 1 Year,No,50565,152,30,0
3004,Male,60,1,28,0,1-2 Year,Yes,73590,26,135,0
3005,Female,21,1,50,0,< 1 Year,Yes,25146,152,120,0
3006,Female,35,1,29,0,1-2 Year,Yes,29824,26,146,0
3007,Male,39,1,20,1,1-2 Year,No,2630,124,233,0
3008,Female,22,1,46,1,< 1 Year,No,54261,152,213,0
3009,Male,50,1,28,1,1-2 Year,No,33046,26,49,0
3010,Female,65,1,15,0,1-2 Year,Yes,35107,26,253,0
3011,Male,29,1,28,0,1-2 Year,Yes,43379,124,193,1
3012,Male,26,1,28,0,< 1 Year,No,64407,152,69,0
3013,Female,54,1,28,0,> 2 Years,Yes,45803,26,39,0
3014,Female,24,1,32,1,< 1 Year,No,31721,152,47,0
3015,Female,50,1,28,0,1-2 Year,Yes,52312,124,37,0
3016,Female,76,1,28,1,1-2 Year,No,46994,26,46,0
3017,Male,23,1,14,0,< 1 Year,No,38445,152,37,0
3018,Female,21,1,17,1,< 1 Year,No,36589,160,51,0
3019,Female,30,1,4,1,< 1 Year,No,35290,152,87,0
3020,Female,72,1,29,1,1-2 Year,No,37730,156,184,0
3021,Male,35,1,28,0,1-2 Year,Yes,38317,24,299,1
3022,Female,29,1,3,0,< 1 Year,Yes,27227,152,199,0
3023,Female,25,1,32,1,< 1 Year,No,32523,152,266,0
3024,Female,68,1,28,0,1-2 Year,Yes,57148,122,169,0
3025,Female,42,1,39,0,1-2 Year,Yes,2630,156,116,0
3026,Female,24,1,37,0,< 1 Year,Yes,29708,152,38,0
3027,Female,28,1,23,1,< 1 Year,No,18733,151,177,0
3028,Male,63,1,28,0,> 2 Years,Yes,59269,124,292,0
3029,Male,62,1,28,0,1-2 Year,Yes,36381,124,197,0
3030,Female,48,1,28,0,1-2 Year,Yes,2630,26,125,0
3031,Male,22,1,8,1,< 1 Year,No,41161,26,229,0
3032,Male,53,1,28,0,1-2 Year,Yes,37444,26,195,0
3033,Male,20,1,40,0,< 1 Year,Yes,25348,160,42,0
3034,Female,32,1,28,1,1-2 Year,No,59243,26,276,0
3035,Male,25,1,11,1,< 1 Year,No,34282,152,250,0
3036,Male,37,1,15,0,1-2 Year,Yes,27423,154,116,1
3037,Male,24,1,8,0,< 1 Year,No,87930,152,244,0
3038,Male,45,1,15,0,1-2 Year,Yes,36411,124,212,1
3039,Male,25,1,8,0,< 1 Year,No,37140,152,168,0
3040,Female,44,1,28,0,1-2 Year,Yes,41908,124,12,0
3041,Female,28,1,2,1,< 1 Year,No,33673,152,154,0
3042,Male,67,1,28,1,1-2 Year,No,33157,26,135,0
3043,Male,58,1,28,1,1-2 Year,No,35810,26,85,0
3044,Female,24,1,46,1,< 1 Year,No,26625,160,63,0
3045,Female,23,1,47,0,< 1 Year,Yes,41056,152,80,0
3046,Male,46,1,28,0,1-2 Year,Yes,33980,124,284,0
3047,Male,58,1,30,1,1-2 Year,No,2630,152,150,0
3048,Female,67,1,28,0,1-2 Year,Yes,37235,26,155,0
3049,Male,25,1,29,1,< 1 Year,No,26992,152,248,0
3050,Female,23,1,9,1,< 1 Year,No,38481,151,20,0
3051,Male,35,1,50,0,1-2 Year,Yes,2630,163,128,0
3052,Male,40,1,13,0,1-2 Year,Yes,29866,26,172,1
3053,Male,59,1,28,0,1-2 Year,Yes,32073,124,212,0
3054,Male,39,1,45,1,1-2 Year,No,22416,107,252,0
3055,Female,29,1,8,1,< 1 Year,No,31807,160,176,0
3056,Female,24,1,8,1,< 1 Year,No,33397,152,292,0
3057,Male,25,1,10,1,< 1 Year,No,41697,152,102,0
3058,Female,43,1,8,0,1-2 Year,Yes,2630,124,120,0
3059,Female,24,1,24,0,< 1 Year,Yes,40871,151,15,0
3060,Male,57,1,37,1,1-2 Year,No,33259,124,16,0
3061,Female,22,1,28,0,< 1 Year,Yes,42181,152,184,0
3062,Male,73,0,37,0,1-2 Year,Yes,15018,26,103,0
3063,Female,51,1,28,0,1-2 Year,Yes,27804,26,212,1
3064,Female,46,1,50,1,1-2 Year,No,23285,124,288,0
3065,Female,23,1,11,1,< 1 Year,No,44714,152,225,0
3066,Female,20,1,31,1,< 1 Year,No,2630,160,251,0
3067,Male,42,1,6,0,1-2 Year,Yes,29600,52,93,0
3068,Male,22,1,36,0,< 1 Year,Yes,54515,152,20,0
3069,Male,38,1,28,0,1-2 Year,Yes,40434,124,260,0
3070,Female,33,1,28,1,< 1 Year,No,39083,152,144,0
3071,Female,25,1,30,1,< 1 Year,No,19745,152,269,0
3072,Male,39,1,20,0,1-2 Year,Yes,2630,124,23,0
3073,Female,28,1,18,1,< 1 Year,No,89778,152,252,0
3074,Male,38,1,35,1,1-2 Year,No,23936,152,254,0
3075,Female,53,1,41,1,1-2 Year,No,33424,124,28,0
3076,Female,43,1,28,1,1-2 Year,No,39877,122,152,0
3077,Female,40,1,28,1,1-2 Year,No,44624,59,231,0
3078,Female,83,1,28,1,1-2 Year,No,44113,124,258,0
3079,Male,71,1,28,1,1-2 Year,No,27703,60,132,0
3080,Male,21,1,11,1,< 1 Year,No,29017,152,299,0
3081,Female,61,1,48,1,1-2 Year,Yes,2630,103,107,0
3082,Female,24,1,46,1,< 1 Year,No,28580,152,80,0
3083,Female,62,1,28,1,1-2 Year,No,38825,122,81,0
3084,Female,69,1,38,0,1-2 Year,Yes,26247,29,112,0
3085,Male,24,1,28,0,1-2 Year,Yes,33554,124,282,0
3086,Female,26,1,15,1,< 1 Year,No,34706,152,232,0
3087,Male,47,1,28,0,< 1 Year,Yes,39722,124,66,1
3088,Female,22,1,28,0,< 1 Year,Yes,56761,26,212,0
3089,Male,37,1,37,0,1-2 Year,Yes,2630,156,243,0
3090,Female,62,1,28,0,1-2 Year,Yes,2630,124,236,0
3091,Female,26,1,41,1,< 1 Year,No,27446,152,278,0
3092,Female,26,1,3,0,< 1 Year,Yes,2630,160,29,0
3093,Male,46,1,28,0,1-2 Year,Yes,23108,124,225,0
3094,Male,25,1,37,1,< 1 Year,No,32009,152,231,0
3095,Female,25,1,46,1,< 1 Year,No,25140,152,132,0
3096,Male,26,1,47,0,< 1 Year,Yes,38879,152,212,0
3097,Female,79,1,47,1,1-2 Year,No,38948,26,266,0
3098,Male,23,1,41,1,< 1 Year,No,30297,152,18,0
3099,Male,26,1,28,1,< 1 Year,No,53285,152,73,0
3100,Female,23,1,8,1,< 1 Year,No,43759,152,32,0
3101,Female,25,1,41,1,< 1 Year,No,14736,152,125,0
3102,Male,23,1,33,1,< 1 Year,No,34818,152,297,0
3103,Female,27,1,10,1,< 1 Year,Yes,2630,152,231,0
3104,Female,46,1,35,1,1-2 Year,No,2630,124,229,0
3105,Female,24,1,22,1,< 1 Year,No,33207,152,156,0
3106,Male,41,1,45,0,1-2 Year,Yes,28718,26,100,0
3107,Female,23,1,11,0,< 1 Year,Yes,25346,152,233,0
3108,Male,56,1,34,1,1-2 Year,No,26367,151,221,0
3109,Female,25,1,40,0,< 1 Year,Yes,24094,152,97,0
3110,Female,24,1,6,1,< 1 Year,No,15998,152,191,0
3111,Female,58,1,46,0,1-2 Year,Yes,26909,124,191,0
3112,Male,34,1,15,0,1-2 Year,No,33877,152,146,0
3113,Female,22,1,3,1,< 1 Year,No,23898,152,280,0
3114,Male,56,1,10,0,1-2 Year,No,33893,26,216,0
3115,Male,62,1,50,0,1-2 Year,Yes,39578,23,174,1
3116,Male,22,1,28,1,< 1 Year,No,2630,152,263,0
3117,Male,61,1,0,0,1-2 Year,Yes,2630,122,114,0
3118,Female,25,1,28,0,< 1 Year,No,34424,152,59,0
3119,Male,28,1,33,1,< 1 Year,No,2630,160,169,0
3120,Male,61,1,46,1,1-2 Year,No,38445,26,258,0
3121,Male,53,1,28,1,1-2 Year,No,47158,124,14,0
3122,Female,36,1,46,0,1-2 Year,Yes,27815,156,285,1
3123,Male,36,1,11,0,1-2 Year,No,40315,156,64,0
3124,Female,38,1,9,1,1-2 Year,No,33656,122,275,0
3125,Female,24,1,8,1,< 1 Year,Yes,37125,152,230,0
3126,Male,48,1,8,1,1-2 Year,No,42786,26,206,0
3127,Female,62,1,28,0,1-2 Year,Yes,33404,26,205,0
3128,Female,25,1,2,0,< 1 Year,No,39464,152,46,0
3129,Male,26,1,28,1,< 1 Year,Yes,42487,152,29,0
3130,Male,45,1,8,1,1-2 Year,No,31779,26,201,0
3131,Female,27,1,7,0,< 1 Year,No,35994,152,115,0
3132,Female,29,1,16,1,< 1 Year,No,19386,152,10,0
3133,Male,40,1,8,0,1-2 Year,Yes,27044,124,156,0
3134,Male,47,1,29,1,1-2 Year,No,26203,124,269,0
3135,Female,57,1,22,0,1-2 Year,Yes,28059,124,216,1
3136,Male,23,1,10,0,< 1 Year,Yes,23699,152,236,0
3137,Female,21,1,50,0,< 1 Year,Yes,38146,160,275,0
3138,Female,73,1,29,0,1-2 Year,Yes,2630,156,245,0
3139,Female,26,1,28,1,1-2 Year,No,40028,124,36,0
3140,Female,30,1,28,0,< 1 Year,Yes,2630,156,129,0
3141,Male,49,1,29,0,1-2 Year,Yes,27761,156,224,0
3142,Female,21,1,36,0,< 1 Year,Yes,35518,160,221,0
3143,Female,43,1,0,1,1-2 Year,No,2630,26,221,0
3144,Male,68,1,50,1,1-2 Year,No,39026,26,293,0
3145,Male,35,1,46,0,> 2 Years,Yes,38843,124,280,1
3146,Male,61,1,45,0,> 2 Years,Yes,20645,124,88,1
3147,Female,25,1,16,0,< 1 Year,Yes,27051,152,113,0
3148,Male,35,1,30,0,1-2 Year,Yes,2630,154,275,0
3149,Female,24,1,25,1,< 1 Year,No,2630,152,144,0
3150,Male,50,1,28,1,1-2 Year,No,24379,124,241,0
3151,Female,32,1,28,0,1-2 Year,Yes,45805,154,106,1
3152,Male,26,1,15,0,< 1 Year,Yes,2630,152,31,0
3153,Male,47,1,3,1,1-2 Year,No,2630,157,226,0
3154,Female,27,1,11,1,< 1 Year,No,35783,152,218,0
3155,Male,25,1,30,1,< 1 Year,No,31121,152,167,0
3156,Female,31,1,28,0,< 1 Year,Yes,81316,154,81,0
3157,Female,22,1,2,1,< 1 Year,Yes,2630,152,56,0
3158,Female,21,1,41,1,< 1 Year,No,40121,152,199,0
3159,Male,39,1,29,1,1-2 Year,No,26043,124,103,0
3160,Male,29,1,28,1,< 1 Year,Yes,56415,154,265,0
3161,Male,36,1,28,0,1-2 Year,Yes,32664,147,23,0
3162,Male,44,1,46,0,1-2 Year,Yes,43580,124,139,0
3163,Male,32,1,41,1,< 1 Year,No,36055,152,251,0
3164,Male,41,1,28,0,1-2 Year,Yes,33817,25,25,0
3165,Male,41,1,8,0,1-2 Year,Yes,2630,61,252,1
3166,Female,51,1,29,0,1-2 Year,Yes,22067,26,230,0
3167,Female,23,1,46,1,< 1 Year,No,20571,152,289,0
3168,Male,53,1,11,1,1-2 Year,No,36676,26,193,0
3169,Male,37,1,28,1,1-2 Year,No,45427,122,264,0
3170,Female,34,1,28,1,1-2 Year,No,44509,152,239,0
3171,Male,41,1,28,0,1-2 Year,Yes,35526,125,19,1
3172,Female,68,1,45,1,1-2 Year,No,27450,124,162,0
3173,Male,49,1,28,1,1-2 Year,No,36315,124,92,0
3174,Male,25,1,41,0,< 1 Year,Yes,21054,152,169,1
3175,Female,24,1,8,1,< 1 Year,No,64676,152,261,0
3176,Male,49,1,8,0,1-2 Year,Yes,86084,4,226,1
3177,Male,42,1,28,0,1-2 Year,Yes,56557,124,151,1
3178,Male,22,1,46,1,< 1 Year,No,31322,152,73,0
3179,Male,44,1,28,0,1-2 Year,Yes,53743,26,146,1
3180,Female,28,1,18,1,< 1 Year,No,40765,152,185,0
3181,Female,25,1,25,1,< 1 Year,No,2630,152,143,0
3182,Female,26,1,25,1,< 1 Year,No,29042,152,240,0
3183,Male,69,1,33,0,1-2 Year,Yes,37735,26,134,0
3184,Male,43,1,15,0,1-2 Year,Yes,46527,124,243,0
3185,Female,22,1,26,1,< 1 Year,No,29855,152,127,0
3186,Male,43,1,28,1,1-2 Year,No,37781,124,274,0
3187,Male,36,1,8,0,1-2 Year,Yes,23234,124,10,0
3188,Male,48,1,29,1,1-2 Year,No,44222,124,127,0
3189,Female,47,1,3,1,1-2 Year,No,26725,26,207,0
3190,Male,24,1,44,0,< 1 Year,Yes,36855,152,261,0
3191,Female,25,1,36,0,< 1 Year,Yes,32606,152,256,0
3192,Female,33,1,11,0,1-2 Year,Yes,2630,26,41,0
3193,Male,31,1,50,1,< 1 Year,No,39520,152,291,0
3194,Male,41,1,28,1,1-2 Year,No,44709,26,215,0
3195,Female,20,1,15,1,< 1 Year,No,64968,160,213,0
3196,Female,24,1,14,1,< 1 Year,No,15472,152,75,0
3197,Male,23,1,47,0,< 1 Year,Yes,30384,26,189,0
3198,Male,50,1,0,0,1-2 Year,No,2630,26,145,0
3199,Female,21,1,8,1,< 1 Year,No,47232,160,194,0
3200,Female,23,1,11,1,< 1 Year,No,25200,152,259,0
3201,Female,44,1,33,0,1-2 Year,Yes,47213,26,69,0
3202,Female,23,1,8,0,< 1 Year,Yes,33140,152,257,0
3203,Male,24,1,9,1,< 1 Year,No,40055,152,150,0
3204,Female,29,1,33,1,< 1 Year,No,36293,152,36,0
3205,Male,23,1,24,1,< 1 Year,No,36506,152,77,0
3206,Male,51,1,3,0,1-2 Year,Yes,25741,124,183,0
3207,Female,73,1,41,0,1-2 Year,Yes,52493,136,62,0
3208,Female,78,1,18,0,1-2 Year,Yes,29609,152,81,0
3209,Female,61,1,8,0,> 2 Years,Yes,49243,7,235,0
3210,Male,49,1,29,0,1-2 Year,Yes,2630,156,260,0
3211,Male,27,1,28,1,< 1 Year,No,35115,152,172,0
3212,Male,25,1,30,1,< 1 Year,No,24111,152,109,0
3213,Male,31,1,28,1,< 1 Year,No,35955,152,99,0
3214,Female,23,1,8,1,< 1 Year,No,28623,160,42,0
3215,Male,34,1,10,1,1-2 Year,Yes,2630,26,46,0
3216,Female,23,1,8,1,< 1 Year,No,2630,151,189,0
3217,Male,40,1,28,0,1-2 Year,Yes,34091,124,226,1
3218,Male,66,1,28,1,1-2 Year,No,2630,26,155,0
3219,Male,20,1,28,0,< 1 Year,Yes,2630,157,247,0
3220,Female,73,1,8,0,1-2 Year,Yes,48586,124,131,0
3221,Female,40,1,28,0,1-2 Year,No,38057,26,292,0
3222,Male,32,1,14,1,< 1 Year,No,25004,152,232,0
3223,Male,28,1,50,0,< 1 Year,Yes,28222,152,14,0
3224,Female,26,1,35,1,< 1 Year,No,30173,152,206,0
3225,Male,21,1,46,1,< 1 Year,No,49499,152,263,0
3226,Male,26,1,36,1,< 1 Year,No,31641,152,28,0
3227,Female,23,1,8,0,< 1 Year,Yes,2630,152,225,0
3228,Male,25,1,36,1,< 1 Year,No,26878,152,232,0
3229,Male,37,1,35,0,1-2 Year,Yes,32893,124,176,1
3230,Female,26,1,16,1,< 1 Year,No,26050,152,120,0
3231,Female,23,1,41,1,< 1 Year,No,32834,152,261,0
3232,Female,23,1,18,0,< 1 Year,Yes,39938,154,79,0
3233,Male,23,1,15,1,< 1 Year,No,29158,152,49,0
3234,Male,40,1,28,1,1-2 Year,No,32473,25,11,0
3235,Male,65,1,48,0,1-2 Year,Yes,2630,26,122,1
3236,Male,37,1,28,0,1-2 Year,Yes,23920,26,212,1
3237,Male,43,1,15,0,1-2 Year,Yes,2630,154,193,0
3238,Male,22,1,28,1,< 1 Year,No,29831,153,185,0
3239,Female,23,1,3,1,< 1 Year,No,24745,152,180,0
3240,Male,49,1,28,1,1-2 Year,Yes,2630,158,92,0
3241,Female,26,1,28,1,< 1 Year,No,47215,152,218,0
3242,Female,24,1,46,1,< 1 Year,No,38395,160,26,0
3243,Male,42,1,14,1,1-2 Year,No,2630,26,32,0
3244,Female,34,1,29,0,1-2 Year,Yes,2630,156,46,1
3245,Male,52,1,11,0,1-2 Year,Yes,32054,124,282,1
3246,Female,23,1,38,1,< 1 Year,No,41079,152,205,0
3247,Female,31,1,48,1,< 1 Year,No,2630,152,92,0
3248,Female,26,1,15,1,< 1 Year,No,30728,152,223,0
3249,Female,31,1,26,0,< 1 Year,Yes,29844,26,257,0
3250,Male,24,1,10,1,< 1 Year,No,29507,152,294,0
3251,Female,25,1,10,0,< 1 Year,Yes,2630,152,65,0
3252,Male,36,1,9,1,1-2 Year,No,19711,152,116,0
3253,Female,37,1,28,0,1-2 Year,Yes,40689,26,267,1
3254,Female,47,1,28,0,1-2 Year,No,45359,26,285,0
3255,Male,48,1,28,0,1-2 Year,No,50340,13,18,0
3256,Male,60,1,28,0,> 2 Years,Yes,36852,26,64,1
3257,Male,53,1,0,0,1-2 Year,Yes,2630,21,134,0
3258,Male,26,1,37,0,< 1 Year,Yes,39888,152,190,0
3259,Female,23,1,6,1,< 1 Year,No,21551,152,281,0
3260,Male,26,1,17,1,< 1 Year,No,23379,152,243,0
3261,Male,65,1,11,1,1-2 Year,No,2630,120,257,0
3262,Female,55,1,28,0,1-2 Year,Yes,39738,124,130,0
3263,Female,24,1,41,1,< 1 Year,No,45352,152,243,0
3264,Male,61,1,49,0,1-2 Year,Yes,33660,124,155,0
3265,Female,54,1,39,0,1-2 Year,Yes,44242,124,124,0
3266,Female,21,1,29,1,< 1 Year,No,38791,152,30,0
3267,Male,47,1,8,0,1-2 Year,Yes,53817,26,119,0
3268,Male,23,1,28,0,< 1 Year,Yes,66415,152,173,0
3269,Male,28,1,28,0,< 1 Year,Yes,32182,160,262,0
3270,Male,44,1,39,0,1-2 Year,Yes,2630,26,181,0
3271,Male,59,1,28,0,> 2 Years,Yes,31842,60,296,0
3272,Female,23,1,15,1,< 1 Year,No,2630,151,121,0
3273,Male,22,1,12,1,< 1 Year,No,26094,160,193,0
3274,Female,24,1,12,0,< 1 Year,No,2630,152,276,0
3275,Female,39,1,28,0,1-2 Year,Yes,42727,124,128,1
3276,Male,61,1,28,0,> 2 Years,Yes,49792,122,165,0
3277,Female,21,1,30,1,< 1 Year,No,23760,152,162,0
3278,Female,25,1,8,0,< 1 Year,Yes,38157,152,245,0
3279,Male,23,1,2,0,1-2 Year,Yes,35459,26,86,0
3280,Male,44,1,8,0,1-2 Year,Yes,24251,124,94,1
3281,Male,36,1,41,0,1-2 Year,Yes,32321,26,282,1
3282,Male,35,1,28,0,1-2 Year,No,39482,124,159,0
3283,Male,61,1,11,1,1-2 Year,No,27193,26,29,0
3284,Male,48,1,46,0,1-2 Year,Yes,29288,156,183,1
3285,Female,73,1,28,0,1-2 Year,Yes,37916,26,156,0
3286,Male,46,1,3,0,1-2 Year,No,2630,26,82,0
3287,Male,25,1,41,0,< 1 Year,Yes,20733,152,206,0
3288,Male,21,1,47,0,< 1 Year,Yes,41443,160,166,0
3289,Female,23,1,46,0,< 1 Year,Yes,31114,160,98,0
3290,Female,49,1,28,1,1-2 Year,No,2630,124,123,0
3291,Female,30,1,21,1,< 1 Year,No,25264,152,267,0
3292,Female,68,1,28,0,1-2 Year,Yes,2630,156,167,0
3293,Female,41,1,17,0,1-2 Year,Yes,36621,124,195,1
3294,Male,29,1,50,1,< 1 Year,No,31238,152,209,0
3295,Male,48,1,29,0,1-2 Year,Yes,37328,26,257,0
3296,Female,37,1,46,1,1-2 Year,No,31695,11,258,0
3297,Male,27,1,36,0,< 1 Year,Yes,2630,152,121,0
3298,Male,28,1,6,1,< 1 Year,No,26622,152,241,0
3299,Male,22,1,36,1,< 1 Year,No,37622,152,155,0
3300,Male,23,1,11,1,< 1 Year,No,27825,152,193,0
3301,Female,36,1,3,0,1-2 Year,Yes,77711,124,266,1
3302,Male,25,1,15,1,< 1 Year,No,45094,152,154,0
3303,Female,35,1,28,0,1-2 Year,Yes,60499,125,229,0
3304,Female,27,1,18,0,< 1 Year,Yes,2630,163,258,1
3305,Male,44,1,3,1,1-2 Year,No,27904,124,36,0
3306,Female,25,1,15,1,< 1 Year,No,29160,152,237,0
3307,Female,46,1,47,0,1-2 Year,Yes,59066,124,55,0
3308,Male,48,1,0,0,1-2 Year,Yes,2630,26,88,0
3309,Male,75,1,2,0,1-2 Year,Yes,38743,124,276,0
3310,Male,46,1,46,0,1-2 Year,Yes,27856,163,77,1
3311,Female,27,1,11,1,< 1 Year,No,25200,152,98,0
3312,Female,24,1,25,1,< 1 Year,No,37364,151,165,0
3313,Male,43,1,28,0,1-2 Year,Yes,35961,26,113,1
3314,Female,45,1,28,1,1-2 Year,No,45005,124,270,0
3315,Female,46,1,28,1,1-2 Year,No,48177,3,17,0
3316,Male,72,1,28,0,1-2 Year,Yes,64218,26,52,0
3317,Male,54,1,28,0,1-2 Year,Yes,40601,124,64,0
3318,Male,63,1,28,0,> 2 Years,Yes,35525,26,293,0
3319,Female,24,1,26,1,< 1 Year,No,39830,152,127,0
3320,Female,22,1,15,1,< 1 Year,No,38538,152,66,0
3321,Male,50,1,10,1,1-2 Year,No,34509,154,180,0
3322,Male,33,1,6,1,< 1 Year,No,20483,152,207,0
