건물코드,기온,강수량,풍속,습도,전력소비량
AP,22.7,0.1,0.5,100.0,4738.08
BD,28.1,,1.8,71.0,1177.8
AO,29.2,,1.2,68.0,2219.4
CH,25.6,,1.4,75.0,3137.76
DJ,24.5,1.0,2.8,89.0,438.12
CD,24.2,0.3,0.3,92.0,4393.44
CV,24.5,,0.5,89.0,6638.4
CM,23.1,,1.8,99.0,431.64
AT,25.0,,0.2,91.0,977.76
BE,24.3,,0.9,73.0,1947.96
AY,30.9,,3.0,74.0,11662.68
AL,26.9,,2.0,87.0,1647.72
AG,27.2,,1.0,92.0,773.52
BA,18.2,0.0,1.6,79.0,17542.0
DT,26.7,0.0,5.1,85.0,1561.86
DM,25.0,,1.7,99.0,529.2
CZ,27.6,,1.3,93.0,1099.68
CU,31.8,,2.5,66.0,4324.8
BD,24.8,,1.2,91.0,862.2
AI,23.8,,1.4,98.0,1206.24
BL,31.2,,2.6,58.0,3169.8
CJ,26.9,,1.7,78.0,981.0
DK,22.7,3.0,2.4,93.0,903.36
CN,23.5,,2.0,94.0,302.94
BB,24.3,0.0,0.6,95.0,2669.4
BJ,24.2,0.4,3.7,94.0,2878.56
AS,24.6,1.3,3.1,75.0,1291.32
DM,27.0,,0.9,86.0,446.64
CG,31.3,0.0,3.2,58.0,949.68
AS,22.0,,1.7,86.0,970.56
DF,28.8,,1.2,75.0,1500.96
AU,25.4,0.0,1.1,71.0,1209.18
CD,19.7,,4.9,62.0,3871.44
DK,20.5,,3.2,53.0,475.92
CN,28.6,,3.0,68.0,384.48
BG,26.1,0.0,1.7,87.0,8604.72
AJ,29.7,0.0,3.1,71.0,3964.32
CU,23.0,,3.3,64.0,3402.72
BB,26.7,,0.7,88.0,1285.2
CE,26.3,,2.6,91.0,812.52
DO,15.9,0.8,2.7,96.0,1095.48
AX,27.7,0.0,3.4,71.0,10748.4
DJ,22.8,,1.9,89.0,456.66
BI,25.5,27.7,8.0,96.0,2230.2
BN,26.9,0.0,2.8,99.0,700.5
BH,25.4,,0.1,78.0,3308.76
AY,24.1,,2.3,78.0,5630.76
AH,20.3,,0.4,100.0,1425.84
DK,21.0,7.7,2.9,97.0,606.24
DN,33.8,,3.3,54.0,1896.3
DR,28.4,,4.0,81.0,3772.2
BZ,32.7,,3.2,69.0,2102.1
BV,28.6,,1.2,61.0,2462.94
CG,22.9,0.0,1.1,80.0,883.8
DT,15.5,,1.2,95.0,413.64
BY,23.1,,0.4,66.0,2189.16
CQ,23.5,23.9,1.5,95.0,3709.2
CH,23.0,,3.7,92.0,4104.96
BO,26.8,1.7,3.3,92.0,5366.4
AL,20.1,,3.7,51.0,1008.0
CR,27.5,,2.3,63.0,3293.52
AZ,26.7,,3.0,77.0,5195.04
BP,24.7,1.8,3.2,88.0,415.44
AB,25.1,,3.0,86.0,1206.72
DS,27.9,0.5,2.1,91.0,993.96
CR,29.0,,1.9,70.0,2325.55
AJ,23.3,0.0,5.3,100.0,4757.76
BP,31.9,,2.4,63.0,3238.2
CB,30.6,,3.5,74.0,3396.24
CA,28.7,,2.2,65.0,2141.76
DL,26.4,,1.4,82.0,434.4
AP,32.2,,2.3,73.0,4819.2
BZ,26.4,,3.6,74.0,1811.7
AQ,24.1,,2.5,80.0,634.14
BB,25.8,,3.0,90.0,1456.92
AA,17.9,0.0,2.0,92.0,3117.12
AD,28.4,0.0,2.2,70.0,1410.66
AK,22.3,,0.0,100.0,1724.4
AY,21.5,,2.8,87.0,7851.96
BF,25.5,,3.5,76.0,9838.8
AQ,25.4,0.3,1.9,83.0,620.28
BV,25.8,7.4,1.0,99.0,1794.6
BY,30.4,,2.8,60.0,2454.12
DV,28.1,,2.5,82.0,1014.96
CE,28.1,,3.3,65.0,3288.24
CU,32.7,,2.6,62.0,4356.96
BW,28.0,,0.3,75.0,3853.08
DU,25.2,,2.1,86.0,1550.16
AP,31.2,,1.3,66.0,4755.84
CO,24.6,0.0,13.3,98.0,1163.28
AM,28.9,,5.3,81.0,2631.84
BW,25.9,0.1,0.7,99.0,4005.0
BY,25.8,,3.3,49.0,2295.36
DH,31.6,,2.5,66.0,728.46
AT,24.0,,2.1,80.0,2967.84
BW,28.5,,0.9,85.0,3934.08
DJ,25.6,,1.6,77.0,1579.86
CG,27.6,0.0,5.6,84.0,758.52
CC,24.9,,0.0,99.0,949.08
CD,22.9,,1.4,84.0,3996.36
BC,21.4,,2.9,78.0,1603.8
BV,31.9,,0.9,58.0,2081.52
BI,24.6,,1.4,92.0,2175.6
CQ,25.2,,3.1,79.0,3810.0
AP,30.5,,2.5,74.0,4997.76
BJ,18.7,,1.5,89.0,2860.08
AP,28.5,,1.3,67.0,4710.72
BT,19.0,,0.4,78.0,1230.24
DL,33.8,,2.3,42.0,2387.28
CL,26.0,0.0,4.3,94.0,1351.98
BE,26.6,0.5,2.0,81.0,1177.2
AZ,26.9,0.4,1.8,92.0,5752.32
CP,27.8,,2.0,79.0,2406.0
CL,27.9,,4.2,73.0,1088.82
DI,21.8,,0.6,95.0,869.22
CG,21.3,0.0,1.9,73.0,2147.76
BS,27.5,,2.1,79.0,3507.36
AZ,32.2,,1.4,24.0,4760.16
BB,27.9,,2.5,85.0,1351.08
BL,28.5,,2.4,77.0,624.24
BY,30.6,0.0,3.2,76.0,2844.36
BQ,23.7,3.1,5.5,98.0,493.5
CI,26.6,0.0,3.0,79.0,2914.92
BO,28.2,0.0,2.1,65.0,5125.8
AZ,19.6,,1.0,48.0,3504.0
AY,26.7,7.0,1.0,92.0,5369.52
CU,28.9,,7.0,52.0,4302.72
CO,26.7,,0.7,88.0,1426.8
AR,16.5,,2.7,61.0,820.5
AZ,28.3,,1.1,69.0,3352.8
BK,26.7,18.8,2.8,92.0,5676.6
BP,25.6,1.2,0.0,93.0,1783.08
DO,18.2,0.0,2.3,95.0,639.18
AX,27.5,,5.4,84.0,7399.2
DO,27.2,,2.1,76.0,1409.94
DA,27.8,,1.0,92.0,2432.64
DJ,20.8,,0.9,91.0,428.04
AX,26.8,,2.0,89.0,8838.6
BP,27.5,,0.6,86.0,612.36
AG,19.5,,2.7,69.0,949.68
AZ,20.1,,2.6,58.0,3184.8
DS,34.9,,6.1,49.0,1691.82
CP,29.4,0.0,2.2,73.0,3320.1
AH,26.4,,1.2,76.0,1465.68
DJ,25.4,,2.0,80.0,495.72
DT,22.3,1.9,2.0,97.0,1605.42
BI,24.2,,3.1,49.0,2082.6
BQ,23.3,,0.9,99.0,781.8
CZ,29.2,,2.9,65.0,3256.8
BX,14.9,,0.8,83.0,1929.6
CW,27.0,,0.8,82.0,1338.24
AT,23.2,22.4,0.8,96.0,3452.16
BQ,29.0,,2.9,47.0,3263.7
BE,29.6,,1.3,75.0,2098.8
CK,29.0,,1.5,55.0,587.16
CH,19.5,,2.4,63.0,1702.08
BO,29.6,2.2,0.5,85.0,5355.6
AA,27.2,,0.4,81.0,1760.16
AK,24.4,,2.8,82.0,2230.32
BN,28.1,,0.3,90.0,3544.2
CA,24.9,1.0,2.2,93.0,3811.2
BW,28.0,,0.6,87.0,2913.48
CN,23.6,,1.4,69.0,361.44
CJ,28.3,,2.0,84.0,1438.56
AS,23.7,,2.0,91.0,1411.56
AK,26.8,,1.3,79.0,1848.48
BC,25.2,,3.8,77.0,1863.6
AJ,27.9,,2.7,62.0,3346.08
CK,29.4,,2.7,74.0,872.01
BO,29.5,0.0,4.3,72.0,5302.2
DG,25.5,0.6,3.2,96.0,1828.32
DS,33.1,,3.7,61.0,1304.82
BM,26.7,,3.0,51.0,3429.12
CJ,30.3,,2.2,70.0,1680.66
AV,28.1,,3.7,77.0,1574.64
DN,28.9,,4.3,61.0,1927.26
DU,16.4,0.0,7.5,97.0,567.18
AX,26.1,,2.1,74.0,10375.2
CU,22.1,,1.1,89.0,2678.88
BW,19.9,,1.0,91.0,2136.6
BE,24.3,,1.5,82.0,1188.72
DG,27.5,,1.8,87.0,2261.52
BU,32.2,,2.5,53.0,7386.48
AS,29.2,,2.1,66.0,2591.64
BQ,23.2,,1.2,94.0,822.6
AR,32.8,,3.0,62.0,1940.4
BY,26.4,,1.7,90.0,2541.96
CS,31.1,,5.3,68.0,2973.84
CS,25.2,,1.0,87.0,2074.08
CW,16.2,,0.0,98.0,1057.2
BJ,28.7,,2.1,82.0,2902.08
BS,32.3,,3.2,53.0,3735.84
AT,25.0,,0.9,68.0,1116.96
CF,27.8,0.0,2.6,77.0,2988.48
AH,21.1,,0.5,98.0,1348.8
BM,24.0,,1.6,62.0,3490.56
AZ,26.6,,2.4,66.0,2971.2
BK,25.9,,1.3,87.0,2224.8
CH,24.8,1.3,6.1,96.0,1712.16
CD,25.4,0.1,2.2,92.0,4101.84
AG,22.7,,1.4,87.0,706.56
BN,25.0,,4.1,93.0,689.1
CA,20.0,,1.6,82.0,2821.44
AI,25.2,0.2,3.5,98.0,2489.28
BE,27.0,,0.1,87.0,1115.64
AR,26.0,0.0,2.1,98.0,966.6
BN,27.9,,1.7,97.0,594.9
DE,31.5,,2.2,56.0,1106.4
BX,25.6,,0.1,94.0,2808.0
AL,28.5,,3.4,53.0,1219.68
DJ,29.9,,2.2,66.0,1343.7
CB,27.0,0.0,1.6,87.0,3580.2
BD,31.5,,3.8,58.0,1093.5
CC,25.6,,0.1,99.0,1173.36
CJ,29.6,,2.2,73.0,1821.96
CA,27.4,,2.1,79.0,3483.84
BV,23.6,,1.3,63.0,1384.56
AG,28.1,,2.1,79.0,571.92
BA,25.1,4.7,1.4,92.0,22654.8
DS,19.3,,2.7,81.0,696.6
AY,28.7,,2.1,86.0,7206.0
CS,26.1,,2.6,82.0,3121.44
BR,25.9,,1.0,84.0,4077.12
BM,23.5,,1.1,95.0,590.4
DR,28.3,,6.6,89.0,3590.16
AC,22.7,,2.5,82.0,1310.4
AS,27.5,,2.4,75.0,2536.56
BP,33.6,,2.6,63.0,3283.92
CH,24.5,,1.3,86.0,1893.12
BX,28.9,,2.1,72.0,3856.5
DC,25.6,,1.3,82.0,505.08
BT,28.3,0.0,2.3,80.0,3560.88
AD,18.3,0.2,2.2,91.0,1032.12
AV,20.8,,1.1,97.0,894.6
BW,32.0,,3.0,67.0,3965.4
BU,24.3,,0.3,83.0,5346.24
AM,23.3,,4.2,89.0,2796.0
AE,30.3,,3.2,71.0,6435.36
BT,25.2,,0.8,76.0,1990.08
AN,20.4,,1.5,96.0,1052.16
CU,21.6,,1.0,94.0,2879.52
DK,19.0,,2.6,78.0,444.72
AM,30.5,,7.2,72.0,2740.32
BJ,26.3,,1.1,98.0,2846.16
CA,28.2,,2.6,70.0,3455.04
BI,24.1,,2.9,87.0,2155.2
DK,26.0,,0.7,84.0,1107.84
BD,22.7,,0.5,96.0,729.0
CU,31.3,0.0,1.6,71.0,4272.48
CU,29.0,,2.7,42.0,3893.76
AB,23.3,,2.9,65.0,1900.08
BG,27.2,0.0,5.8,82.0,8903.52
AX,23.1,,0.1,93.0,8112.6
BS,29.5,,3.1,70.0,3851.52
AA,32.5,,3.4,62.0,4692.0
DA,29.5,,2.7,57.0,3887.04
CV,30.2,,3.3,65.0,5906.88
AO,26.3,0.3,1.4,96.0,1656.54
CN,27.0,,2.0,81.0,382.77
BT,33.8,,2.5,62.0,3555.12
BN,29.5,,2.6,71.0,1614.0
BV,21.1,,1.1,96.0,1411.92
BQ,28.4,,1.6,69.0,3709.2
BL,24.0,,1.3,92.0,686.16
BO,27.4,0.0,1.9,92.0,5358.0
AD,28.7,0.0,1.4,56.0,1163.16
DM,23.2,,0.3,99.0,539.76
BQ,20.4,,0.0,100.0,417.0
BM,26.5,,4.6,46.0,3536.16
AV,22.5,,2.3,100.0,1086.84
DJ,19.2,,2.5,90.0,456.84
AV,24.4,,0.6,87.0,1640.16
DV,21.7,,0.0,99.0,408.96
BH,18.1,,0.8,80.0,3162.24
DH,25.8,,1.9,72.0,1230.84
CW,28.2,,2.6,81.0,1435.68
DE,20.2,,0.8,77.0,955.8
CH,23.6,0.1,0.0,96.0,3818.88
DB,27.4,,2.2,88.0,1401.12
DR,26.6,,4.0,78.0,2872.56
AN,23.0,,2.6,88.0,1826.88
CN,18.9,,1.3,84.0,324.72
DQ,23.1,,0.3,97.0,715.68
AM,17.9,,3.4,76.0,2344.32
BU,25.2,,0.1,86.0,4682.88
CT,27.1,,2.9,99.0,1288.98
AC,28.4,,4.5,19.0,1451.52
CK,32.2,,4.9,62.0,989.01
AX,26.9,,2.7,74.0,11598.6
CU,23.4,,0.3,100.0,3644.16
AW,26.8,,1.5,92.0,1076.4
DB,27.4,,2.1,79.0,5253.84
BY,28.0,,1.4,75.0,2482.2
DA,25.2,,0.8,58.0,2694.96
AE,26.0,0.7,1.9,97.0,2055.6
CX,26.7,,0.4,78.0,963.54
AJ,30.5,,2.0,59.0,3756.48
DJ,23.0,,2.8,93.0,647.64
CA,18.9,,1.9,65.0,688.8
BN,24.7,,0.6,99.0,1328.4
AV,19.0,1.6,0.6,99.0,1126.08
BC,28.5,,3.8,76.0,2378.4
AE,26.2,0.0,1.8,96.0,1954.08
AR,26.3,,1.6,90.0,1541.7
BI,23.5,9.9,3.5,99.0,2175.9
AD,24.2,,1.4,79.0,1181.34
BK,22.1,,1.1,91.0,2701.2
DF,23.3,,1.4,86.0,1444.32
BZ,21.7,,4.5,74.0,1243.8
CQ,22.9,,1.2,95.0,6228.9
BC,20.1,,1.9,79.0,1896.0
CQ,27.3,,1.4,50.0,3524.1
CP,28.0,,2.3,77.0,1809.0
BF,25.0,,1.3,75.0,9816.48
AL,26.7,,2.7,76.0,1885.68
DG,28.2,,2.5,76.0,1728.48
DT,25.2,0.0,1.6,85.0,1011.06
BL,17.3,,1.6,86.0,506.34
AU,30.3,,2.8,62.0,3240.02
AF,24.7,,1.5,65.0,1959.36
BG,22.6,,2.7,56.0,8372.88
DC,23.3,8.6,4.0,99.0,624.6
AK,21.3,,0.2,90.0,1519.2
BW,32.3,,2.6,59.0,3243.6
BC,25.1,,2.7,74.0,1729.5
CN,29.8,,1.6,69.0,435.33
CW,22.1,,1.5,73.0,1296.0
DD,22.7,3.0,2.4,93.0,1216.8
BX,27.8,,1.2,77.0,2888.7
CZ,23.7,,0.4,99.0,1078.56
AN,24.0,0.6,4.3,96.0,1883.04
DJ,25.3,0.2,7.9,85.0,1848.42
DP,27.3,,3.5,57.0,2572.32
CV,25.5,2.9,2.7,96.0,6546.24
CS,18.0,,1.2,87.0,2058.24
CA,24.1,3.7,2.2,96.0,3641.28
CZ,27.6,,2.0,54.0,1107.84
CV,24.1,,3.3,77.0,6131.52
CR,20.5,,2.0,73.0,3425.48
AW,27.3,,2.0,80.0,1100.1
CX,25.7,0.3,3.1,89.0,1075.5
DJ,23.3,,2.4,78.0,1659.06
AS,22.5,8.2,3.6,98.0,2507.76
DM,27.6,,5.0,98.0,476.16
CV,26.9,,2.3,77.0,2647.44
CR,28.0,,2.5,72.0,3507.26
DP,25.1,0.0,2.0,78.0,2516.64
BI,27.7,,1.9,81.0,2190.3
AG,27.0,,1.5,50.0,1185.36
BT,28.8,,2.5,60.0,2961.84
AI,26.5,,5.5,91.0,3149.28
AJ,28.6,,2.0,84.0,4553.76
AQ,28.8,,2.4,82.0,617.04
DC,26.7,,1.5,83.0,2466.72
AJ,21.1,,3.2,76.0,3668.16
BX,24.8,,0.9,91.0,3219.9
BW,26.9,,1.6,99.0,2861.64
BI,23.0,,2.1,90.0,2135.1
AC,22.5,,0.5,94.0,1097.28
CJ,30.9,0.0,2.3,67.0,1334.34
AU,24.1,2.0,2.8,83.0,2805.52
AA,25.4,,2.2,90.0,4195.68
CW,22.6,,0.2,88.0,1194.96
BX,23.1,,0.2,94.0,2594.7
AG,21.3,,2.0,66.0,549.12
BG,27.4,5.4,2.6,89.0,8920.08
BN,16.8,,0.7,99.0,444.3
CJ,32.3,,2.6,61.0,1422.27
CC,26.2,2.2,1.5,99.0,954.48
AR,27.9,0.0,2.0,91.0,2418.6
AQ,22.4,0.2,3.0,93.0,1518.48
AA,21.9,,0.7,70.0,2606.4
DH,26.1,0.0,1.6,88.0,566.1
BP,30.4,,3.4,64.0,3319.56
DL,24.7,,0.9,64.0,1342.56
CK,27.5,,2.7,71.0,576.72
AV,26.1,0.1,3.0,98.0,1781.64
BE,23.1,0.0,0.7,78.0,1797.12
BD,25.2,,0.5,88.0,935.4
CT,25.2,,5.7,99.0,1505.34
BH,24.2,,4.3,50.0,3189.96
CL,21.6,,1.2,86.0,925.02
DA,25.9,,5.8,32.0,3700.8
DG,30.1,,2.7,66.0,2480.88
CM,23.8,0.4,0.5,99.0,300.24
BV,30.6,,1.4,66.0,1828.08
BT,28.5,,1.5,62.0,3385.44
AS,30.0,,3.0,78.0,2488.32
DO,27.5,,2.2,85.0,950.58
AY,25.3,,2.8,84.0,5823.6
AH,22.8,,1.8,65.0,1295.28
CG,25.5,9.0,2.4,97.0,703.8
DK,24.6,,3.4,70.0,960.72
CJ,27.3,,1.8,78.0,970.38
AF,24.9,,0.5,91.0,1247.52
BK,32.3,,2.7,49.0,5566.2
AW,23.1,,2.3,82.0,1081.8
AD,27.5,,0.9,74.0,742.14
CI,32.6,,1.6,57.0,3541.32
BO,15.1,0.0,2.9,70.0,1010.4
CB,29.9,,5.1,78.0,3398.04
DU,21.5,0.7,1.9,95.0,1506.24
BI,26.1,,3.9,65.0,2156.1
AF,27.9,,3.0,74.0,3124.8
AN,23.3,0.0,4.4,95.0,1788.48
CF,20.1,,3.7,52.0,2800.32
AP,26.2,,1.0,77.0,4581.12
AC,15.9,0.8,2.7,96.0,1076.4
CM,26.1,,2.6,90.0,414.18
CM,18.9,,1.3,99.0,399.06
AN,24.8,,3.0,89.0,1572.0
BR,30.1,,1.2,64.0,3705.12
AB,29.6,,2.0,61.0,2158.56
DC,22.5,,2.8,61.0,1182.96
DU,13.8,,0.6,86.0,795.78
CM,28.8,,2.7,99.0,1048.68
CQ,25.5,2.3,3.1,97.0,5402.7
DF,30.9,,3.9,50.0,1603.2
AT,25.6,,1.4,76.0,1088.16
CC,32.4,,4.0,68.0,1211.76
DN,22.2,,1.4,91.0,624.78
DS,25.9,,4.7,77.0,1553.4
BH,22.8,,4.1,89.0,3296.88
DH,30.8,,3.9,75.0,1783.62
CW,16.4,,0.5,99.0,1108.2
DJ,24.7,,1.0,91.0,643.5
BR,24.8,,0.7,99.0,672.96
AZ,23.5,,0.2,90.0,2817.12
AK,23.0,1.5,0.1,100.0,1722.0
CF,30.4,,2.5,64.0,2891.04
BD,20.6,,0.9,51.0,768.0
DU,21.0,,1.0,96.0,669.42
AS,28.6,,2.8,69.0,952.56
AG,23.4,,1.0,89.0,329.28
CW,17.5,,0.2,93.0,1087.92
BV,31.3,,2.8,65.0,2017.98
CR,23.1,,0.9,91.0,3292.71
CI,26.0,,2.4,95.0,1987.2
BD,23.2,,0.1,94.0,624.3
AP,29.6,,3.0,70.0,4878.24
CX,20.5,,1.2,68.0,1315.26
AH,31.2,,1.8,77.0,1186.56
DF,20.2,,2.7,74.0,1455.36
BZ,29.2,,3.9,78.0,2452.2
CD,19.0,,2.4,85.0,3948.12
AC,29.5,,2.6,65.0,2497.68
CW,26.7,,2.7,62.0,1687.44
AN,25.2,,2.4,72.0,1884.96
BK,24.0,,1.9,79.0,2103.0
DE,26.4,,0.9,100.0,762.0
AE,26.0,,4.2,65.0,3516.48
CT,18.3,0.0,2.5,99.0,1015.02
BX,29.3,,1.0,78.0,4027.5
BY,21.4,,3.7,79.0,2952.72
AO,25.9,,1.9,77.0,1231.2
AP,31.4,,1.5,61.0,4722.72
DL,27.9,,1.4,63.0,1496.16
DI,14.3,,0.0,95.0,408.42
CG,24.0,0.0,1.4,95.0,670.32
BF,28.4,,4.5,19.0,9378.72
AK,29.0,,0.5,71.0,2307.84
AM,23.3,,7.9,98.0,2516.16
BQ,18.9,,2.3,89.0,417.3
CX,27.3,,0.8,87.0,1151.46
AM,26.3,,2.2,93.0,3006.24
CE,19.8,0.1,2.4,92.0,1589.4
AS,23.8,,1.2,86.0,722.52
BY,33.7,,2.1,54.0,3906.36
AN,20.2,,0.8,86.0,1694.88
AW,27.8,,1.4,76.0,1703.4
AR,29.1,,3.8,64.0,2187.0
BC,31.9,,5.2,70.0,1382.1
DC,24.1,,1.3,87.0,505.8
BR,23.7,0.2,1.0,100.0,579.36
DP,18.2,0.2,1.8,89.0,1731.84
AC,17.4,,1.8,89.0,811.08
CQ,26.8,,2.8,81.0,3914.7
CI,23.7,,1.3,82.0,2487.24
CZ,23.0,,0.7,86.0,958.56
CD,32.2,,3.8,57.0,4531.32
AU,23.0,0.9,1.1,92.0,3241.45
BS,21.0,,2.2,71.0,2952.0
CF,26.9,12.0,4.0,100.0,2946.72
AV,27.7,0.0,1.6,92.0,1311.12
BL,26.1,,2.5,87.0,555.12
CM,20.6,,0.3,94.0,280.44
BD,27.6,0.0,0.6,83.0,1537.8
CK,30.6,,1.7,69.0,1454.58
CY,22.5,1.4,1.0,96.0,990.72
BP,23.8,,0.7,73.0,388.44
BA,29.7,,3.4,42.0,15327.2
BV,21.0,13.4,0.6,99.0,1604.52
AU,23.5,2.4,1.4,91.0,2895.67
DA,30.1,,2.5,66.0,2893.44
AQ,34.4,,4.9,54.0,655.2
BW,26.7,,1.4,96.0,2897.64
AE,22.3,8.0,2.2,100.0,2950.56
AF,25.4,10.5,0.6,99.0,2015.04
CA,27.8,0.0,2.2,78.0,1455.84
BX,17.9,,0.2,79.0,1996.8
AP,25.3,0.0,0.7,72.0,1225.92
AW,19.7,,0.7,91.0,1018.2
CE,21.8,,3.7,76.0,2162.16
CY,22.6,,0.9,97.0,1941.84
CF,21.5,,0.1,93.0,2796.96
CG,30.6,0.0,2.6,70.0,847.44
DB,26.9,0.0,2.2,75.0,1929.6
CB,18.8,,3.2,69.0,698.76
DC,28.8,,3.0,68.0,2387.16
CS,27.2,,3.5,62.0,2734.8
CJ,28.2,,1.5,48.0,968.22
DH,24.7,,0.9,92.0,566.64
BL,23.6,,2.0,69.0,2385.0
AQ,22.9,,0.9,99.0,594.9
AP,25.4,0.0,2.3,91.0,2893.44
AY,23.7,,2.8,85.0,4988.28
CX,30.1,,1.1,74.0,1054.44
CX,25.7,,1.3,93.0,1523.52
AW,31.7,,2.2,65.0,1743.9
AX,22.1,,3.1,60.0,6947.4
DD,23.8,,3.4,82.0,1931.76
BX,29.1,,2.4,59.0,2858.4
AL,19.3,2.6,0.6,95.0,1035.0
BS,27.6,,2.1,80.0,3950.4
CC,25.8,,0.6,99.0,934.2
DK,27.4,,1.5,69.0,548.64
DK,30.4,,3.5,62.0,2470.08
DK,28.6,,1.9,66.0,2210.88
CS,27.7,,1.8,66.0,1954.32
DM,23.2,,1.0,97.0,466.8
AX,26.9,,1.7,78.0,7887.0
BH,25.3,14.1,2.9,96.0,3480.48
DN,28.8,,2.0,70.0,1951.92
BW,26.3,,0.9,99.0,3308.76
AX,27.0,,3.6,43.0,12281.4
BU,25.7,0.7,3.2,100.0,5040.48
AI,15.5,,3.1,85.0,1023.36
CO,24.5,,1.6,91.0,1718.16
DB,29.9,,2.1,71.0,5978.88
CO,21.0,,3.5,69.0,871.68
BF,21.5,,2.3,97.0,9743.04
AO,25.7,,0.1,98.0,1762.2
CF,28.9,0.0,1.8,85.0,3036.48
DH,24.1,,0.2,94.0,914.58
CG,19.2,0.0,0.3,78.0,797.4
AE,23.1,,4.0,86.0,4746.96
AD,27.6,,4.2,77.0,708.12
BM,22.9,,1.4,61.0,3202.08
BB,20.1,,3.2,87.0,1299.6
CW,24.9,,0.0,95.0,1201.68
CJ,24.1,,1.9,94.0,754.56
DL,26.8,,2.7,79.0,2261.04
DE,24.9,1.1,1.9,94.0,2894.4
AF,26.9,,1.7,77.0,1455.84
BP,22.6,0.0,1.1,82.0,3182.04
DK,18.5,,2.3,83.0,477.84
DO,31.4,,1.9,65.0,1417.32
DK,28.3,,3.5,68.0,2436.96
CZ,27.0,,2.3,86.0,1360.8
BW,23.8,,1.2,99.0,2700.72
DU,14.3,0.0,0.8,95.0,569.16
AM,25.6,,2.1,93.0,2583.84
BG,32.0,,2.4,65.0,8864.64
BA,24.4,,2.9,90.0,19180.0
CE,24.3,13.1,1.7,99.0,2904.84
CZ,26.5,,1.3,85.0,1143.84
BN,30.2,,1.2,77.0,3311.7
BH,28.7,,3.2,58.0,3456.36
AX,25.5,0.6,3.2,96.0,7801.2
BQ,25.2,1.5,1.2,99.0,1578.3
CA,25.6,,1.4,75.0,938.4
DA,21.5,,0.6,93.0,2100.0
AC,22.3,,2.7,88.0,1271.16
AX,25.9,,3.2,59.0,9933.0
BX,21.1,,0.4,88.0,2462.1
AX,25.6,6.4,3.8,95.0,15504.6
AS,27.7,,3.1,77.0,749.16
CE,30.5,,2.2,42.0,1973.16
BH,19.7,,2.6,79.0,3179.88
BG,28.3,,2.0,84.0,8929.44
BN,28.2,,2.8,89.0,847.8
BY,32.9,,3.1,63.0,3868.92
AM,23.4,,5.4,76.0,2532.0
DA,24.5,,0.1,94.0,2166.24
CN,23.6,,1.1,90.0,298.89
BQ,24.8,,1.5,97.0,453.0
DU,23.5,,1.4,89.0,1466.64
DT,29.6,,4.2,69.0,1243.08
DV,31.1,,1.7,68.0,1077.6
AC,27.3,,1.2,90.0,750.6
CH,16.6,,5.2,62.0,1526.88
AH,23.7,,0.1,98.0,961.44
DL,16.2,,1.1,96.0,903.12
AQ,24.8,7.8,3.5,95.0,586.44
AN,25.2,0.0,7.0,85.0,2134.08
BV,22.8,,2.9,71.0,1458.0
BB,25.0,,1.4,89.0,1762.56
DE,23.4,,1.4,87.0,1097.4
DJ,20.8,,1.5,97.0,462.96
BB,29.5,,3.8,70.0,1279.8
DE,23.3,,1.4,86.0,1000.8
BI,28.4,,1.1,48.0,2130.0
DF,31.1,,0.5,81.0,1646.4
CZ,19.8,,1.0,90.0,940.32
CY,23.7,1.0,0.6,100.0,1092.6
BK,27.9,0.0,2.5,87.0,3730.2
BC,25.9,,2.4,92.0,1213.2
DU,23.0,,0.0,96.0,731.52
CQ,27.2,,2.5,68.0,6410.1
AE,27.3,0.8,3.7,89.0,1901.52
BT,26.5,2.1,0.1,88.0,2324.4
AI,28.9,,0.0,61.0,2929.92
AP,24.6,0.5,1.8,99.0,4205.76
AM,28.4,,3.4,81.0,2638.56
AW,31.8,,3.5,68.0,1095.6
CM,27.4,,3.3,96.0,555.66
AN,32.1,,2.6,59.0,1789.44
AJ,27.0,,3.8,83.0,4929.6
CC,28.3,,1.7,85.0,945.6
DJ,24.9,0.3,4.5,95.0,477.18
CF,23.2,,1.7,45.0,2841.6
DK,24.0,0.0,3.6,93.0,533.76
BL,31.4,,3.5,74.0,3422.16
AP,24.2,0.0,4.3,91.0,4740.48
BG,32.6,0.0,2.4,64.0,9042.48
DP,17.4,0.2,2.0,93.0,2431.44
DF,28.4,,3.8,49.0,2440.8
BC,17.0,,1.2,91.0,1144.8
AR,24.3,,0.4,86.0,1387.8
CD,22.9,,1.5,86.0,4320.36
DG,28.2,,2.4,67.0,2944.32
DJ,24.5,,3.3,87.0,1181.52
CK,24.7,1.1,3.2,91.0,525.6
CV,33.0,,3.1,63.0,6367.68
AO,18.1,,3.1,86.0,1513.98
CT,25.6,0.3,1.0,99.0,1372.68
DM,24.1,,0.0,99.0,665.52
CM,28.1,,2.2,91.0,917.82
AA,24.8,,3.7,50.0,2605.44
DG,30.5,,1.9,69.0,2753.04
BV,31.3,,2.1,61.0,2630.88
AJ,15.3,,2.4,77.0,1966.08
DH,26.9,,4.6,34.0,1393.02
BD,25.7,0.0,0.2,93.0,778.2
AU,22.6,,0.2,94.0,1619.19
DO,22.4,,1.5,84.0,608.94
DB,29.6,,2.1,84.0,1506.96
CO,24.1,,2.7,74.0,1611.6
