Id,LotFrontage,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,KitchenQual,Fireplaces,GarageCars,GarageArea,SalePrice
1260,,NoRidge,8,1992,1993,Gd,1,2,573,430174.365
1261,80,Somerst,8,2007,2007,Gd,0,2,617,239824.4688
1262,43,Somerst,7,2006,2007,Gd,0,2,596,200046.3155
1263,48,OldTown,5,1945,1997,Gd,0,0,27,110526.81
1264,83,Somerst,7,2005,2005,Gd,1,2,716,253091.9186
1265,,Gilbert,7,2000,2000,Gd,1,2,581,236021.253
1266,78,NAmes,5,1958,1958,TA,0,2,603,126933.5227
1267,78,Sawyer,5,1963,1963,TA,0,2,531,125142.6674
1268,68,NridgHt,9,2005,2005,Ex,1,2,583,277530.8796
1269,73,Sawyer,6,1961,1996,Gd,0,1,315,142021.2774
1270,73,CollgCr,7,2005,2006,Gd,0,2,529,203819.2585
1271,118,Crawfor,6,1957,2004,Gd,2,2,443,257500.6928
1272,58,BrkSide,6,1939,1950,TA,2,1,244,130644.1455
1273,59,SWISU,5,1941,1950,TA,0,1,267,100361.6195
1274,68,IDOTRR,3,1915,1950,TA,0,0,27,77148.09988
1275,77,Mitchel,4,1982,2006,TA,0,2,387,129514.0783
1276,68,OldTown,6,1915,1950,TA,1,2,555,162848.2549
1277,81,Somerst,8,2005,2006,Gd,1,3,907,240500.3886
1278,46,Edwards,6,1975,1975,TA,0,0,27,128865.9513
1279,81,Somerst,7,2005,2005,Gd,0,3,861,232125.4522
1280,69,Crawfor,6,1945,2002,Gd,1,1,207,259502.5657
1281,63,NAmes,4,1955,1955,Fa,0,1,379,122580.2679
1282,,Gilbert,6,1995,1996,TA,1,2,458,188047.7883
1283,,BrkSide,5,1935,1950,TA,1,1,267,140194.9294
1284,68,OldTown,4,1910,1950,Gd,0,2,747,108931.7946
1285,,NAmes,5,1967,1967,TA,0,2,533,136853.1103
1286,29,MeadowV,4,1970,1970,TA,0,0,27,92325.99906
1287,,BrkSide,7,1922,2005,Gd,1,1,342,190736.8139
1288,66,SWISU,6,1945,1950,TA,0,1,467,111811.2434
1289,75,Timber,8,2006,2007,Gd,1,3,897,248962.779
1290,,NAmes,4,1960,1960,TA,1,1,339,141184.7179
1291,73,SawyerW,6,1994,1998,Gd,1,2,602,193521.8324
1292,145,NAmes,6,1966,2002,Gd,1,2,605,190028.6695
1293,68,NAmes,3,1929,1950,TA,0,2,687,68322.50225
1294,73,CollgCr,7,2003,2003,Gd,0,2,558,185044.8619
1295,68,Edwards,5,2005,2006,TA,0,2,477,157079.9428
1296,,Somerst,7,2001,2001,Gd,1,2,677,226004.5393
1297,88,NWAmes,6,1977,1977,TA,1,2,657,168029.8991
1298,,Sawyer,5,1977,1977,TA,1,2,627,190088.9208
1299,74,OldTown,7,1930,1950,Gd,1,1,227,100768.6966
1300,130,Gilbert,6,2005,2005,Gd,1,2,427,174032.6202
1301,29,BrDale,6,1971,1971,TA,0,1,291,88213.50594
1302,77,StoneBr,8,2005,2006,Gd,1,3,785,319018.5664
1303,71,SawyerW,6,2004,2004,Gd,0,2,603,158057.5269
1304,73,NAmes,5,1967,1967,TA,0,3,819,124055.6519
1305,,NWAmes,6,1971,1971,TA,1,2,522,169769.9062
1306,68,NAmes,5,1951,2000,Gd,0,2,603,135008.3109
1307,75,NAmes,5,1951,1951,TA,0,2,507,127661.2164
1308,68,NAmes,5,1951,1951,TA,0,2,867,139075.1335
1309,98,OldTown,4,1920,1950,TA,0,1,365,105302.9203
1310,29,MeadowV,4,1970,2002,Gd,0,1,313,86073.45764
1311,29,BrDale,5,1971,1971,TA,0,1,347,93073.74463
1312,32,NPkVill,7,1976,1976,TA,0,1,346,135697.5629
1313,,NWAmes,7,1968,2003,TA,1,2,535,262922.2886
1314,96,Sawyer,5,1961,1961,TA,1,1,411,141094.6943
1315,75,SawyerW,7,2003,2004,Gd,0,2,505,192355.6065
1316,75,SawyerW,7,2003,2003,Gd,0,2,582,184965.6663
1317,73,Somerst,8,2008,2009,Gd,1,2,544,264360.1123
1318,80,NAmes,5,1956,1956,TA,0,1,313,135038.6311
1319,78,NAmes,5,1960,1960,TA,0,1,351,138992.0739
1320,98,NridgHt,9,2003,2004,Ex,3,3,735,360095.5185
1321,88,NAmes,6,1962,2005,Gd,1,2,489,174217.914
1322,,NAmes,6,1960,1993,TA,0,1,428,146646.3934
1323,68,Gilbert,6,2000,2000,TA,1,2,490,179093.665
1324,71,Mitchel,5,1976,1976,TA,0,2,587,188278.2714
1325,71,OldTown,4,1910,1996,TA,0,0,27,110580.5223
1326,72,CollgCr,7,2005,2005,Gd,0,2,659,174258.2436
1327,,NAmes,4,1971,1971,TA,0,0,27,88109.90011
1328,70,Edwards,5,1942,1950,TA,2,1,242,96736.24087
1329,60,Edwards,6,1945,1950,TA,1,1,247,113000.237
1330,86,Mitchel,6,1977,1977,TA,0,2,531,135053.594
1331,,NAmes,4,1956,1956,TA,0,1,310,136115.2976
1332,83,CollgCr,7,1998,1999,Gd,1,2,568,222525.2408
1333,68,NAmes,5,1950,1950,TA,0,2,652,109878.7305
1334,93,NridgHt,7,2003,2004,Gd,1,3,898,284022.1462
1335,74,NAmes,5,1953,2006,Gd,0,1,267,134603.4243
1336,80,Sawyer,5,1971,1972,TA,0,2,603,127702.2065
1337,83,IDOTRR,6,1957,1957,Gd,0,1,411,133747.2684
1338,,NAmes,5,1967,1967,TA,1,1,345,143008.334
1339,,MeadowV,5,1975,1975,TA,0,2,526,122185.095
1340,51,Blmngtn,7,2005,2006,Gd,1,2,464,191085.8743
1341,80,CollgCr,7,2003,2003,Gd,0,2,622,183174.9065
1342,75,Edwards,6,1920,2000,Gd,0,2,555,110156.436
1343,71,CollgCr,7,2005,2005,Gd,1,2,437,189178.3517
1344,44,MeadowV,5,1976,1976,TA,0,1,363,85015.01656
1345,106,StoneBr,8,2005,2005,Ex,1,3,756,370158.6926
1346,83,Sawyer,4,1963,1979,TA,1,2,486,148176.6046
1347,70,Gilbert,6,2006,2006,Gd,1,2,467,174135.6652
1348,68,IDOTRR,5,1912,1991,TA,0,2,603,87580.51657
1349,72,Somerst,6,2003,2003,Gd,0,2,700,207500.4203
1350,82,Crawfor,6,1934,1995,TA,1,1,267,189015.5647
1351,82,NAmes,5,1956,1956,Gd,1,2,423,121983.5636
1352,,NoRidge,7,1994,1994,Gd,1,2,494,248089.4166
1353,83,CollgCr,7,2004,2004,Gd,0,2,497,189969.6909
1354,76,NAmes,6,1953,1953,TA,0,1,320,137914.5685
1355,72,Edwards,5,1976,1976,TA,0,2,531,119748.562
1356,78,NAmes,4,1971,1971,TA,1,0,27,115332.0692
1357,,NAmes,6,1964,1964,TA,1,1,313,144762.6571
1358,59,SWISU,6,1925,1990,Gd,1,1,243,137561.4717
1359,,ClearCr,5,1960,1960,TA,2,2,653,137920.5909
1360,,Gilbert,6,1995,1995,TA,1,2,450,174333.4877
1361,88,Timber,8,2002,2002,Gd,1,3,719,291487.0202
1362,78,Crawfor,7,1950,2000,Gd,2,2,533,261017.8022
1363,82,CollgCr,7,2006,2006,Gd,0,3,853,194033.2138
1364,55,Somerst,7,2006,2007,Gd,1,2,493,208925.6976
1365,76,Edwards,5,1958,1958,TA,0,1,377,60189.49556
1366,59,BrkSide,3,1930,1950,TA,0,1,285,97286.27703
1367,98,OldTown,6,1962,1962,TA,1,2,603,192362.8192
1368,99,CollgCr,7,2006,2007,Gd,1,3,867,279605.017
1369,,NWAmes,7,1988,1988,Gd,0,3,813,229237.9881
1370,68,NAmes,5,1950,1982,TA,0,1,267,138173.3587
1371,82,Gilbert,7,1998,1998,TA,1,2,454,185059.9371
1372,,ClearCr,7,1986,1986,Gd,1,2,472,190235.9984
1373,118,NridgHt,9,2003,2004,Ex,2,3,753,412504.6315
1374,78,CollgCr,7,2002,2002,Gd,1,2,554,192315.8054
1375,,Sawyer,5,1965,1965,TA,0,1,315,137025.0635
1376,,NWAmes,5,1976,1976,Gd,1,2,511,197524.8415
1377,68,NAmes,4,1970,1970,Gd,0,2,687,120519.5358
1378,60,BrkSide,5,1939,1952,TA,0,1,307,126767.2531
1379,58,OldTown,8,1872,1987,TA,0,0,27,122074.5832
1380,93,Timber,8,2002,2002,Gd,1,3,792,312586.312
1381,110,NridgHt,9,2009,2010,Ex,1,3,778,359691.1742
1382,112,NridgHt,9,2008,2009,Ex,2,3,847,485070.5927
1383,71,NAmes,5,1971,1971,TA,0,2,603,117985.6451
1384,43,Somerst,7,1999,1999,Gd,0,2,533,180160.5061
1385,74,NAmes,6,1968,1968,TA,0,1,315,131204.177
1386,,ClearCr,6,1966,1966,TA,1,2,465,197623.7166
1387,86,NWAmes,6,1968,1968,TA,0,2,439,143381.6408
1388,88,NWAmes,6,1971,2004,Gd,0,2,555,145342.1175
1389,93,NAmes,5,1961,1995,Gd,1,2,637,164309.2833
1390,100,NWAmes,7,1977,1977,TA,1,2,561,190210.2007
1391,80,Edwards,6,1976,2001,TA,1,2,467,155750.1554
1392,106,NAmes,5,1962,2001,TA,0,0,27,147704.8865
1393,,NAmes,6,1964,1964,TA,0,2,507,145171.4898
1394,55,StoneBr,8,2003,2003,Ex,1,3,868,538095.94
1395,,CollgCr,5,1978,1978,TA,0,2,555,153201.3291
1396,88,Veenker,6,1976,1994,TA,1,2,539,187160.9783
1397,,Somerst,7,2004,2004,Gd,0,2,507,148808.6457
1398,,Sawyer,6,1978,1978,TA,1,2,467,159073.1927
1399,77,IDOTRR,3,1945,1950,TA,0,0,27,46335.06932
1400,29,MeadowV,4,1970,1970,TA,0,0,27,87713.61531
1401,73,Somerst,6,2005,2005,Gd,0,2,642,187520.8367
1402,,Sawyer,5,1967,1967,TA,1,2,539,161929.3844
1403,47,Sawyer,6,1974,2002,TA,2,2,488,182434.9596
1404,58,SawyerW,6,1980,1980,TA,1,1,291,143073.3992
1405,43,Edwards,6,1975,1975,TA,0,0,27,127504.9152
1406,73,OldTown,5,1958,1958,TA,0,2,651,110422.8891
1407,,Edwards,6,1977,1977,TA,1,2,569,148393.9965
1408,111,NridgHt,8,2005,2006,Ex,1,2,602,306282.1026
1409,88,NAmes,5,1955,1955,TA,0,1,315,136458.432
1410,103,NridgHt,9,2008,2008,Ex,1,3,861,298439.5508
1411,68,OldTown,5,1940,1992,Gd,2,1,267,119346.1646
1412,32,Somerst,8,1999,2000,Gd,0,2,507,207211.0719
1413,93,Sawyer,4,1961,1961,Fa,0,2,571,129066.308
1414,,NAmes,6,1965,1979,TA,1,2,623,129034.3843
1415,,Gilbert,6,1994,1995,Gd,1,2,436,176123.0883
1416,53,CollgCr,5,1977,1977,TA,0,2,775,135657.1865
1417,34,NAmes,7,1999,1999,Gd,1,2,538,191558.6899
1418,108,Gilbert,5,1955,1955,TA,0,2,599,145013.3215
1419,,CollgCr,7,2002,2002,Gd,0,3,927,230109.7586
1420,,SawyerW,7,1988,1989,TA,1,2,481,277276.3077
1421,90,Sawyer,5,1947,1993,TA,0,1,267,104610.42
1422,,Gilbert,8,2003,2003,Gd,1,3,659,274701.1083
1423,34,NAmes,6,1997,1998,Gd,1,2,549,184441.8001
1424,58,BrkSide,5,1958,2000,TA,0,1,335,115804.2887
1425,51,StoneBr,8,1992,1992,Gd,0,2,533,196701.4578
1426,76,Edwards,5,1957,2002,TA,1,1,391,144506.2361
1427,,ClearCr,4,1954,1994,Gd,2,2,556,256105.1167
1428,83,ClearCr,6,1908,1997,TA,1,2,387,240045.9964
1429,64,OldTown,6,2008,2008,TA,0,1,335,111061.1601
1430,59,BrkSide,7,1929,2001,TA,0,2,603,132378.9421
1431,,Veenker,6,1977,1977,TA,1,2,573,165007.6411
1432,68,NAmes,5,1949,1950,TA,1,1,315,133200.6789
1433,58,Veenker,8,1994,1995,Gd,1,2,505,246276.6068
1434,80,Mitchel,5,1977,1977,Gd,1,2,705,144818.2241
1435,116,NoRidge,9,1999,1999,Gd,1,3,806,333548.5719
1436,87,NoRidge,7,1995,1996,Gd,1,2,674,257207.2329
1437,132,Edwards,6,1959,2006,Ex,1,1,339,177163.5003
1438,70,ClearCr,7,1975,1975,Gd,2,2,603,280023.6068
1439,133,NAmes,5,1956,1956,TA,1,1,327,154055.0359
1440,90,Mitchel,5,1991,1991,TA,0,2,699,155852.553
1441,88,NAmes,5,1961,1961,TA,0,1,757,114842.1931
1442,68,BrkSide,5,1926,1950,TA,0,2,603,106564.874
1443,81,NAmes,5,1960,1960,TA,2,2,488,167617.4733
1444,,Timber,6,1996,1996,TA,1,2,598,178758.5026
1445,118,NridgHt,8,2004,2004,Gd,1,3,907,264158.6167
1446,144,NoRidge,8,1998,1998,Gd,1,3,965,322773.67
1447,,Edwards,5,1948,2005,Gd,1,2,603,158003.8822
1448,65,IDOTRR,6,1927,1950,TA,0,1,343,137773.8565
1449,92,NAmes,6,1965,1965,TA,1,2,467,160126.2223
1450,68,IDOTRR,6,1938,1958,TA,1,2,427,139968.9057
1451,117,IDOTRR,2,1910,1950,TA,0,1,307,51310.92309
1452,,NAmes,5,1953,1953,TA,0,2,427,120066.8759
1453,32,Blueste,6,1980,1980,TA,1,2,489,110127.8194
1454,76,Edwards,4,1953,1953,TA,0,1,313,104310.0462
1455,60,OldTown,3,1921,1950,TA,0,1,227,64260.99949
1456,72,CollgCr,6,2005,2005,Gd,0,2,567,173847.9527
1457,,CollgCr,7,1997,1998,Gd,1,2,585,220330.5561
1458,86,Edwards,5,1948,2002,Ex,0,1,257,225002.3252
1459,115,NridgHt,9,2007,2007,Ex,1,3,1067,406749.1969
1460,70,IDOTRR,6,1925,1950,TA,1,1,411,114957.9355
1461,99,SawyerW,7,2005,2006,Gd,0,2,639,192305.3623
1462,68,OldTown,5,1926,1980,TA,0,2,603,101589.4716
1463,58,Crawfor,5,1938,1950,Fa,1,1,267,119783.8615
1464,68,OldTown,7,1914,1970,TA,2,2,347,163000.867
1465,41,OldTown,5,1920,1950,TA,0,0,27,96250.10088
1466,73,NAmes,5,1965,2005,TA,0,2,603,139564.3427
1467,88,Edwards,6,1960,1960,TA,0,2,649,125059.9564
1468,68,OldTown,5,1936,1989,Gd,1,2,593,170057.5002
1469,,OldTown,8,1910,1999,Gd,0,2,843,184268.7096
1470,,Sawyer,5,1967,1967,TA,0,2,555,123466.9059
1471,,Gilbert,6,1952,1952,TA,2,2,522,107940.078
1472,100,StoneBr,9,2005,2006,Ex,1,3,687,406260.0908
1473,,Crawfor,6,1969,1969,Gd,1,2,567,223061.3469
1474,80,Gilbert,6,1997,1998,TA,1,2,497,179273.0415
1475,68,Sawyer,5,1963,1963,TA,0,1,303,97507.82787
1476,58,OldTown,4,1954,2000,TA,0,1,308,108081.485
1477,,Edwards,5,1979,1979,TA,0,2,606,150966.0202
1478,76,NAmes,5,1955,1955,TA,0,1,357,113805.4408
1479,88,CollgCr,7,1998,1998,Gd,0,2,573,197951.0033
1480,81,Gilbert,6,2006,2007,Gd,1,2,459,157149.9874
1481,61,NPkVill,6,1975,1975,TA,1,2,467,142590.6099
1482,71,Gilbert,7,1995,1996,TA,1,2,429,176239.4861
1483,54,Timber,7,1987,1987,Gd,2,2,539,200502.9516
1484,75,Edwards,4,1938,1958,TA,1,1,315,100109.759
1485,82,Gilbert,5,1997,1998,TA,1,2,509,181278.5685
1486,89,Edwards,6,1990,1990,TA,0,0,27,118755.2713
1487,,NWAmes,7,1977,1994,Gd,1,2,566,235172.6108
1488,81,Edwards,4,1965,1965,TA,0,1,459,94809.83608
1489,72,CollgCr,7,2006,2006,Gd,0,2,659,194005.5663
1490,68,Edwards,2,1922,1955,TA,0,1,243,50411.84569
1491,58,OldTown,5,1948,1950,TA,0,1,277,115163.9961
1492,,NWAmes,5,1976,1976,TA,0,2,555,136962.2881
1493,76,NAmes,5,1967,1967,TA,1,1,315,123029.7334
1494,68,OldTown,7,1920,2006,Gd,1,0,27,108287.9056
1495,78,NAmes,5,1958,1958,TA,0,1,291,112244.5141
1496,85,NAmes,6,1962,1981,Gd,1,2,467,159138.6579
1497,68,IDOTRR,6,1927,1950,TA,0,1,411,119947.3062
1498,78,NAmes,5,1962,1962,TA,0,1,363,107163.7792
1499,73,OldTown,7,1880,2003,Gd,1,4,891,266047.6284
