housing_median_age,total_rooms,population,households,median_income,median_house_value
30,3742,1721,631,6.1388,302400
27,3353,1571,621,5.273,315600
21,8275,3636,1524,5.1506,302100
25,3223,1529,602,5.121,287600
35,1907,912,313,5.9567,294300
35,1802,841,315,4.8365,313900
33,2023,1016,405,3.9417,285800
28,3840,1883,662,6.4095,335900
28,4863,2110,868,5.1483,342000
28,5096,2588,954,5.357,355200
17,9789,4748,2206,4.2531,279800
20,4461,2042,808,4.7083,217700
32,2248,1191,419,5.606,288900
34,2034,1016,375,5.8127,288300
26,3285,1443,530,5.7833,339600
19,4620,2672,1308,3.699,237500
11,1711,1094,543,3.73,227700
39,1164,619,231,4.6304,263200
20,1145,431,173,3.1103,281900
27,4140,2135,893,3.6292,264600
26,4310,1819,686,7.0469,365500
31,3890,1898,717,5.2534,290900
21,7628,3637,1749,3.6401,267500
25,5775,3580,1138,3.9187,314900
25,5463,2758,1310,3.0079,277300
33,726,351,147,3.1458,270500
30,4238,1914,972,3.7632,307000
27,2462,1278,565,3.5652,329500
30,1758,814,256,6.623,332500
21,4193,2487,1011,3.7188,293000
25,1455,734,331,3.2727,262500
25,5641,3786,1410,3.3958,267500
20,4228,2334,1007,4.3081,227300
22,2593,1249,623,3.75,212500
20,710,363,176,4.0962,214100
17,1330,408,258,1.7171,181300
52,777,362,144,4.0208,262500
9,1503,715,349,4.6371,234300
30,3734,1834,824,3.4505,260000
19,7027,3759,1753,3.1509,242900
30,3404,1794,633,4.6312,283200
33,2120,907,336,7.5443,283000
31,2750,1459,660,3.2287,264900
33,1940,877,314,5.4386,280400
25,4707,1995,642,6.6437,296100
27,2427,1301,438,5.0385,277300
26,1182,620,306,3.3922,269100
28,3688,1877,620,5.7251,272600
27,3526,1725,553,5.7812,275000
27,2937,1454,511,5.4051,273500
32,2930,1336,481,6.4631,344100
23,4040,2181,843,4.0403,303400
31,3340,1891,686,4.8542,275000
24,1240,690,276,5,283000
25,4096,2027,741,5.3294,300300
29,2721,1602,646,3.337,265300
17,1527,775,260,5.9658,278000
25,3075,1633,543,5.2528,269400
29,2658,1318,498,5.3561,298900
28,5018,2846,998,4.0174,273900
22,6114,2983,1163,5.2533,269100
31,3347,1566,597,5.5151,286800
19,2174,998,426,4.6827,255100
22,1408,636,294,1.8542,333300
30,3298,1532,602,5.0863,332000
37,3109,1566,544,6.0235,413500
32,1382,705,251,6.0957,405400
26,3032,1208,562,5.4683,430900
35,1018,484,174,6.1648,371900
34,2906,1282,522,5.5127,268200
36,1089,535,170,4.69,252600
21,1354,639,273,4.5333,234200
34,2231,1035,365,4.7917,243200
32,1555,779,284,6.0358,260100
35,1484,664,238,4.675,245300
24,5046,2449,968,4.7118,274600
30,2327,1114,372,4.7279,272000
26,6777,3319,1061,6.3663,279400
19,1741,632,279,5.5944,290500
26,2561,1165,393,7.3522,363800
26,2574,1096,428,6.0738,335900
27,1265,660,232,5.3911,281200
22,2614,1240,462,6.0712,271800
27,4866,1956,659,7.3843,405000
21,4872,1811,560,9.3834,500001
36,4423,1719,608,7.8407,476400
22,2781,1291,516,4.6065,445900
46,10088,3728,1781,5.2321,500001
35,4709,1866,694,8.492,500001
20,2345,890,276,10.0187,500001
35,2553,1117,498,4.4063,436100
33,3585,1511,835,3.1176,396300
36,3191,1234,440,9.0704,500001
19,1858,790,347,4.5156,339300
32,2892,1193,492,6.131,367800
27,2331,1178,447,4.6654,340700
21,1214,500,185,7.598,347800
17,4034,1158,560,8.2069,442500
19,755,267,99,15,500001
25,1743,604,200,10.7582,500001
21,2775,856,350,7.9135,496400
22,4240,1480,514,11.2463,500001
35,3574,1325,476,8.5425,500001
33,1664,759,272,5.7876,415800
27,3340,1220,447,8.8178,500001
24,2411,847,299,10.2666,500001
34,1764,692,223,8.0331,500001
31,1574,551,191,10.2311,500001
29,2718,982,339,7.9234,500001
14,2561,1172,378,7.6107,500001
34,2892,903,365,7.8711,500001
24,1521,539,192,11.1557,500001
28,2796,1085,363,10.6834,500001
22,3118,1147,425,10.3653,500001
18,2550,999,320,8.7939,500001
25,3845,1461,475,10.3979,500001
31,3136,1190,412,7.5,500001
22,2038,773,281,9.1569,500001
35,3133,1449,555,5.7295,346100
33,2170,854,303,8.3605,500001
32,2782,1092,455,5.4103,335900
32,4350,1551,609,7.8279,500001
29,3752,1320,471,9.8937,500001
25,3437,1198,411,9.3464,500001
28,3825,1415,480,10.675,500001
16,1612,567,208,10.5793,500001
19,3625,1252,409,12.2145,500001
25,4460,1608,561,10.7958,500001
24,4973,1692,696,7.8627,500001
29,1945,826,275,8.248,498800
30,3033,1440,507,6.2182,380800
25,4601,2003,666,8.0727,455500
25,4111,1585,568,9.2298,500001
11,5488,1947,641,10.7326,500001
13,2173,891,345,8.0158,420000
23,4507,2167,722,7.0102,500001
24,4401,1818,685,7.2986,500001
30,2268,1197,372,7.0813,485300
17,2560,959,400,7.8528,368900
20,4475,2271,1021,4.8836,396200
13,2057,790,436,5.0081,288300
21,2052,933,351,5.3167,416300
26,2690,1264,429,7.7643,474700
17,3674,1364,694,6.3131,436400
22,4011,2206,879,4.5721,351200
27,2826,1259,439,5.7528,431400
29,2476,1217,416,6.2045,393800
24,3388,1627,585,5.154,355100
26,1714,778,262,6.075,417000
25,2366,1076,398,6.9238,345900
25,2131,1132,395,5.3508,409100
25,3807,1678,600,6.6818,411300
25,4044,1699,533,8.0837,380600
23,6846,2951,1063,6.3702,332000
28,3811,1795,581,7.8383,372700
29,3429,1518,520,7.218,400700
19,2885,1520,784,3.375,275700
30,3007,1551,616,5.8521,326300
22,3583,1792,695,5.4842,335300
34,2629,1301,431,6.083,341400
35,2355,1248,378,5.9714,332500
26,1983,924,297,6.7123,354600
32,2134,903,322,6.359,341900
27,4336,2009,734,6.3923,348300
33,2563,1230,418,6.3197,340100
15,5132,2156,982,5.6511,404800
34,3450,1915,689,4.7402,244500
26,1391,700,236,6.6766,332700
32,3108,1577,603,4.6613,284000
33,4211,2389,861,4.7235,242200
25,3823,1689,571,7.3693,373600
23,4221,1782,641,7.4863,412300
16,1755,674,410,5.1602,231200
30,1036,467,156,6.448,360600
30,4033,1788,807,5.6932,338700
26,2785,1221,422,8.1078,365700
22,3219,1479,667,4.1473,354400
26,1992,980,342,6.2475,350000
28,2488,1190,410,5.7881,344700
25,5404,2338,883,6.0577,451800
25,3095,1251,507,5.5388,352100
33,2517,1158,443,5.0785,289500
20,4304,2059,835,5.1674,333000
27,1716,817,301,5.9158,343100
31,3344,1604,572,5.2108,351500
31,3080,1493,582,6.3052,344200
34,2494,1399,382,7.3753,388100
34,2515,1079,399,7.7865,423900
31,1443,627,222,6.6087,416500
20,3435,1293,553,6.7578,451400
28,3250,1328,473,7.4729,431600
28,3081,1260,461,7.5372,432600
16,1156,455,216,7.2779,292900
28,1582,696,270,5.678,370100
25,1994,704,283,7.7799,447300
17,1165,598,287,4.0129,342400
23,2590,1795,680,3.16,225000
19,3694,2496,986,3.6991,271500
35,1365,662,262,5.6533,291400
34,2400,1017,384,4.1369,316900
27,2621,1063,523,3.9848,409700
31,1795,872,282,8.0599,381800
35,2693,1343,455,6.0777,327500
32,2510,1160,581,4.9087,322700
23,5135,2351,863,5.2319,430100
28,2490,948,361,6.4913,411900
20,2016,767,310,6.837,383000
29,1733,679,278,7.5337,406800
26,3298,1241,472,6.8753,403000
27,3885,1537,606,6.6085,344700
16,2697,1369,723,4.4699,367400
17,2975,1465,577,5.8779,362200
18,1221,507,271,5.3679,228400
19,3811,1930,1153,3.5154,311400
16,3402,1479,1043,3.5861,500001
21,2471,1486,689,3.9038,243800
25,2074,1273,383,4.7609,378000
16,1105,499,324,4.2061,253600
24,1709,892,408,4.9671,335200
25,2796,1267,426,6.6329,349000
21,2483,1194,424,7.1273,346300
16,3716,1551,759,4.5,323600
19,2237,1158,426,6.7718,368300
17,2070,797,275,8.6155,411200
25,3534,1880,849,3.4238,337000
17,6012,3539,1625,3.8464,239400
9,2966,1430,740,3.0047,256000
41,2123,1032,435,4.6957,284800
30,1269,556,266,3.8125,325000
42,1125,616,258,3.6765,252800
33,2757,1201,481,5.0453,311600
38,2850,1518,514,4.2028,273600
21,2667,1433,727,3.8732,252400
43,1261,836,333,4.0911,224600
32,726,538,203,4.505,230400
8,5686,3250,1329,4.2782,327700
11,2559,1309,668,4.1847,167300
25,2213,1066,390,7.2165,360900
16,1434,804,361,3.7045,178100
22,3280,1842,795,4.4107,232700
32,1889,1321,508,3.2574,254400
26,2500,2374,879,3.5586,222200
36,1976,1348,371,5.6447,252600
36,1236,880,247,5.791,239400
34,2600,1994,650,4.0223,250200
35,2348,1475,498,4.35,261000
16,3015,1769,807,4.0068,249500
35,2297,1428,497,4.7431,239700
5,8745,3959,2019,4.7685,280100
23,3200,2029,866,3.5649,450000
24,2424,1367,507,4.072,364200
29,1875,816,350,5.4351,336500
20,4293,2389,1210,4.2719,270800
27,2687,1362,725,3.4028,324200
25,347,148,77,4.4531,350000
21,12855,7273,3052,4.3351,267400
26,18,8,4,3.75,375000
22,1236,413,274,3.6875,40000
20,3401,1497,747,4.2188,500001
21,1798,837,410,5.6999,470000
18,3058,1377,675,6.1299,500001
20,2976,1227,634,4.8625,262500
19,1465,646,345,4.712,289300
23,806,373,156,5.9291,284600
16,3352,1440,729,3.7359,262500
26,1184,815,218,5.7657,322300
15,2940,943,711,4.359,192200
19,3565,1639,744,4.1544,277000
25,1750,999,319,5.806,308700
20,1896,1069,436,4.6875,288900
36,1575,1036,382,5.1408,264700
33,6277,3025,1211,5.4721,343300
8,1480,856,445,2.8203,284100
14,753,421,153,4.2463,266700
18,1476,838,415,3.575,274000
22,1489,662,470,3.5179,197200
17,748,412,180,3.4375,290600
23,4874,2699,1163,3.8003,229800
27,5110,2764,1482,3.4198,351900
26,3218,2087,964,3.2875,182700
27,3410,2314,1086,3.4868,165600
23,1755,1374,506,4.3077,293500
19,1085,1009,305,3.9091,276000
16,1994,1173,472,4.1875,266400
15,255,138,74,4.6591,175000
23,514,367,206,3.1736,181300
52,766,448,196,2.5208,316700
43,2065,1029,500,3.7318,327700
30,1722,1057,517,3.725,261300
24,3983,2645,1072,3.6742,275000
44,1498,848,400,2.8438,307100
46,1115,543,248,3.2083,334300
4,2292,1050,584,4.8036,340000
30,1695,932,447,3.5045,352500
37,1169,589,249,5.0131,330300
26,1272,562,284,4.5644,280200
39,2210,1023,450,4.5833,342400
31,1117,591,302,3.5909,353100
36,1860,794,366,5.0871,354500
34,1508,774,443,2.7279,365600
36,1035,475,205,5.5385,359000
34,1959,849,357,6.2884,414700
36,2587,1055,410,6.1995,407200
33,2771,1496,581,3.4042,353600
36,857,448,168,5.0086,366700
36,1199,485,199,5.0796,373400
36,782,348,128,6.828,383900
29,1229,707,194,7.1108,465000
27,1269,464,182,6.8374,500001
34,2165,776,339,5.2971,442100
25,830,368,174,3.3917,342900
22,3770,1657,762,4.8021,457500
30,2937,1097,407,7.9813,473500
21,3244,1158,415,7.5,500001
34,1747,662,257,6.8268,500001
28,4612,1686,567,10.0346,500001
31,2717,1001,381,9.281,500001
37,1550,805,250,5.0222,500001
37,2269,930,321,7.5274,500001
28,2181,728,238,8.2266,500001
30,2040,787,278,8.758,500001
33,1208,495,216,5.4659,500001
35,1172,512,175,7.3561,500001
35,1447,619,206,9.8144,500001
35,1579,570,196,8.5888,500001
35,1347,548,189,7.7068,500001
30,1851,631,236,10.1007,500001
23,2597,922,338,10.5142,500001
28,1643,594,205,12.367,500001
33,2398,832,314,10.3591,500001
37,4167,1577,597,7.5655,500001
37,2511,945,348,8.3924,500001
40,2224,929,345,8.1064,500001
22,1477,520,187,10.3329,500001
36,3598,1296,533,7.8177,500001
22,3638,1329,650,5.0804,500001
49,1068,410,171,7.2045,500001
18,1617,555,222,8.9021,500001
31,2836,1138,481,4.9519,500001
36,1660,655,249,6.3967,500001
35,2471,881,342,7.6229,500001
31,2356,921,358,7.0245,500001
34,3561,1336,501,8.9172,500001
34,1443,504,200,8.4709,500001
32,3514,1583,480,10.3894,500001
29,6027,2687,1171,5.1335,461200
36,4787,2039,890,5.4063,440900
35,2419,949,433,6.4588,437100
46,206,134,51,4.15,265000
36,3982,2251,995,3.5364,314100
33,2892,1250,581,5.3727,360900
35,3584,1405,538,7.3023,451300
35,3905,1562,553,7.313,463700
32,3058,1267,540,6.4949,417800
35,2712,1084,425,7.1382,443800
33,1641,659,282,6.0884,432900
35,2445,1187,519,5.2803,362100
36,2607,1165,523,5.1524,373100
40,3454,1498,647,5.2114,438400
32,4398,1799,792,4.7375,431900
36,3212,1455,574,6.46,425500
33,2974,1435,588,5.485,406300
42,2390,1146,468,6.3111,397400
33,1509,748,268,4.875,373400
35,2016,1023,376,5.6413,376600
33,3262,1411,626,5.316,398100
37,2295,933,332,6.7257,500001
37,1287,510,206,7.9029,500001
41,3233,1251,506,6.6354,500001
43,3004,1088,427,9.1508,500001
38,2835,1148,446,5.9277,446600
39,906,353,112,10.3942,500001
52,1135,441,200,7.5418,492000
52,1803,683,259,10.9508,500001
52,3841,1391,540,7.8647,500001
52,2117,734,328,6.767,500001
48,2074,700,279,8.7051,500001
52,568,219,75,6.1575,500001
47,4234,1808,1093,4.2297,425000
19,2207,1304,775,2.1406,402500
37,2926,1363,815,4.5987,356000
34,2199,1193,532,4.2972,405900
52,2063,774,309,7.2543,500001
52,1400,522,227,4.9861,500001
52,1945,708,275,6.1655,500001
52,3117,1114,421,6.6756,500001
52,1944,696,293,8.2664,500001
52,1327,467,189,12.5902,500001
52,1383,551,249,6.5829,500001
47,2600,1149,465,5.0203,476300
44,3558,1779,832,3.9243,404800
18,2060,1144,600,4.0686,378600
20,11709,7604,3589,1.9045,375000
34,4448,2571,581,11.0492,500001
15,2577,979,364,10.476,500001
24,3924,7174,950,4.0972,387500
29,473,359,87,7.0309,475000
21,1034,323,117,10.7237,500001
27,3385,1248,409,12.0372,500001
37,1446,549,190,10.7355,500001
34,1575,511,180,13.1867,500001
30,2139,742,242,11.806,500001
26,2859,951,336,10.4277,500001
32,1433,498,201,9.3586,500001
35,2063,676,252,8.5294,500001
37,1795,791,261,7.5794,500001
30,1502,501,180,10.0259,500001
23,11294,3840,1367,12.1387,500001
23,3814,1344,464,12.9792,500001
7,189,84,29,13.8093,500001
11,436,212,75,8.6196,500001
21,349,149,56,5.8691,360000
21,427,182,70,11.3283,500001
37,3852,1534,567,5.8596,318700
42,2533,957,398,5.3468,279900
43,1529,570,250,5.2366,293300
37,1150,511,179,5.7415,398500
24,4420,2981,975,3.506,226400
24,7521,3970,1318,4.4004,255800
18,7245,2893,1049,6.9508,361200
24,4337,1936,652,5.8904,271400
21,6203,2494,800,7.7201,362700
14,5636,2281,680,8.4262,459200
6,9176,3637,1138,8.3837,473400
17,2825,1052,345,8.0595,485000
26,1921,725,253,7.6933,405900
23,2552,916,316,9.1974,500001
18,1080,382,121,9.08,500001
7,5389,2232,825,6.6659,500001
45,1797,870,281,4.5417,434500
15,5468,2221,675,8.3792,418300
6,3694,1554,527,6.8333,348000
14,2714,1259,375,7.7738,387500
16,3574,1503,487,8.1988,355900
20,7754,3094,941,8.19,361600
14,7174,2782,899,8.3065,394200
19,7357,3018,981,6.9473,361400
16,3298,1542,423,6.7064,305600
25,1730,721,243,7.5845,279300
19,1852,866,272,5.6139,279500
18,3561,1753,553,5.0292,269400
17,4393,2292,692,5.6876,246500
15,4713,2519,778,5.6958,253800
16,1617,667,264,4.5221,191100
16,3992,2097,555,6.7287,299300
16,4274,2240,704,5.4218,233900
25,5939,3275,954,5.6488,234600
22,5507,2785,848,6.0889,245200
18,3574,1803,536,6.7836,274100
24,7991,4017,1213,5.4741,238800
17,6425,3934,1238,5.1228,237600
16,6958,2965,1217,4.2885,262400
17,3057,2030,602,5.2166,230900
20,3244,1769,469,5.9214,224000
17,3912,2693,746,5.0772,221500
16,2030,1343,365,6.3566,279100
22,2996,2169,607,4.3438,209700
26,1394,990,315,4.8862,195000
18,3631,2357,757,2.875,184400
17,1957,863,269,7.3339,294200
9,3624,1856,721,4.2083,198400
17,2795,1904,506,5.0186,250800
8,4454,2595,1027,4.5615,282600
16,2429,1293,363,5.5,253200
14,2855,1420,383,6.6712,311500
10,3030,1623,589,5.1356,218700
11,2394,1393,409,5.5875,259300
14,3379,1465,620,4.0547,236200
16,1911,1158,332,5.9359,249500
20,3398,1231,744,2.0288,350000
12,2070,1216,532,4.1926,244500
7,3609,1739,682,4.5033,213100
16,2650,1969,586,3.9461,194300
17,2332,1636,623,3.1932,123400
17,1051,446,173,5.6652,234500
16,2814,1305,465,5.5121,224100
24,2383,1146,341,5.6223,265700
16,1982,1030,297,6.4339,289200
16,2312,1158,295,7.4323,311800
16,1816,793,234,6.8194,291200
5,1808,825,339,5.0509,184800
15,3243,1752,551,5.5849,257400
17,2363,1369,442,4.8355,141600
4,2498,1213,631,3.7844,183900
20,3773,1965,607,5.4939,241200
23,2543,1297,385,5.9164,237400
21,3250,1978,568,4.5,234400
20,3671,1944,589,6.0538,241000
24,3344,1768,541,5.8305,245600
25,4021,2178,650,5.1663,241200
5,1975,861,440,4.4565,159000
25,4096,2128,618,6.2957,251800
23,4487,2024,580,7.5218,291500
25,2349,1266,383,4.9688,233100
16,1674,850,254,5.3157,253300
19,2635,1497,410,6.3178,248000
24,2413,1237,381,6.4328,257200
17,2319,1076,338,6.4664,278300
17,2123,1067,339,6.0062,262700
18,2127,1547,402,5.0958,217100
18,1747,1055,285,5.898,229100
16,2240,1221,305,6.0198,289600
17,2281,1226,394,5.4193,259500
18,3179,1663,507,5.9225,265800
18,2581,1284,377,6.7385,272400
10,3301,2190,575,6.223,260700
16,1868,995,284,5.9053,260500
17,250,141,51,4.6458,500001
12,10236,5674,1816,4.747,261100
15,531,469,155,4.65,385700
11,1290,881,191,4.2039,500001
21,1062,631,185,4.7386,394100
18,3167,1414,482,6.8773,467700
19,3754,1692,550,6.7644,412600
16,5498,2051,694,7.8601,416300
14,9483,4108,1281,7.5,344500
13,4780,2795,764,6.1684,288100
14,5487,2823,979,4.175,229800
17,1830,1110,388,2.4821,248200
12,4077,1618,540,5.2951,386200
20,4477,2656,871,3.8788,226900
14,4721,2648,888,3.6895,239300
19,3785,2198,610,5.1514,436700
14,6006,2915,898,5.9356,321700
14,5034,2124,790,4.9028,335000
19,3269,1383,452,5.6205,300800
17,6725,3439,1027,6.4313,393100
21,5322,3011,895,5.5936,386800
24,1511,1052,292,3.625,350000
37,1593,1030,287,3.9306,260700
44,3192,1439,568,4.3693,234000
18,7241,4168,1138,4.5714,260300
14,5231,2634,799,4.9702,279800
15,2873,1582,567,5.1519,264700
16,865,403,130,5.7396,308700
16,6637,3575,1162,4.3227,251500
5,6529,3071,977,5.6754,298500
16,3120,2383,681,3.5551,198600
27,2303,1447,467,3.2019,203600
14,6355,3704,1224,4.4233,228600
17,2889,2681,608,2.9417,178000
44,1448,1066,357,2.0625,170300
20,3976,3866,950,2.5387,160100
27,2361,1782,397,3.2614,305000
19,2372,1142,365,4.0238,374600
34,440,217,93,5.2327,500001
39,759,252,106,3.6964,262500
52,220,55,26,15.0001,131300
25,474,300,104,3.8062,340900
10,212,78,21,6.0622,390000
26,50,17,4,15.0001,400000
37,74,63,17,9.5908,350000
16,32,36,5,2.625,137500
29,227,112,41,6.4469,271400
28,1321,652,239,4.9808,263100
29,3119,1476,487,5.8123,281500
40,1104,669,215,4.3409,256300
43,1636,792,325,3.5562,239200
41,2548,1290,488,3.6902,233000
47,1250,607,234,4.0417,265300
30,2156,1023,458,2.7875,245000
21,1484,984,380,2.1734,187500
44,1153,657,219,3.2368,212500
35,2155,866,335,5.6188,404700
33,797,385,133,6.7974,367600
30,2695,1098,420,5.3972,362300
14,1547,4731,348,2.4732,131300
20,2428,1145,454,3.6797,263800
16,3363,1603,556,4.2542,294100
15,3385,1571,615,4.2254,320900
51,1076,495,201,2.9286,258300
45,1302,621,258,5.1806,266400
52,1901,955,301,3.8259,253100
49,792,331,137,5.2128,238600
44,1294,645,259,3.2437,223900
37,2817,1341,662,2.1553,255400
47,2403,1144,455,2.5954,229400
35,1053,552,237,2.7125,217500
21,607,226,136,1.9063,166700
29,2568,1743,659,1.9286,195300
43,2162,1208,464,2.5417,260900
52,920,525,264,2.9444,232800
35,1605,743,382,2.5368,240000
20,2502,981,399,4.3,275000
27,2820,1511,745,2.589,242400
30,1029,753,249,3.1205,240500
51,1616,608,302,3.1932,400000
52,1217,508,237,2.0547,326700
51,924,488,228,2.1964,234400
36,337,223,68,3.2404,225000
52,403,200,73,1.6923,262500
40,1193,570,204,4.4659,237500
18,2677,1391,656,2.5067,232600
44,594,325,139,1.1552,250000
39,2124,1365,606,1.6642,281300
52,775,1054,305,2.0172,112500
40,584,316,139,3.5938,243500
28,1607,926,385,2.425,216100
32,1438,802,293,4.1964,202000
42,538,200,104,2.1667,196400
42,1149,703,232,2.5865,206400
32,2182,1122,370,3.52,284200
36,1862,1080,364,4.4567,263800
19,691,324,167,3.1312,388500
30,971,644,173,4.2045,226500
52,65,24,10,4.5,258300
18,2232,1091,458,3.8269,276000
27,1987,961,343,3.9667,265800
52,3365,796,333,2.9712,116600
32,1461,1494,416,2.8056,173200
29,1210,863,262,3.1062,156000
17,2648,1193,540,2.4461,151700
14,3355,1350,697,2.6506,164600
24,4026,2264,863,3.1327,218100
48,1801,1071,361,3.6,194500
46,1362,1068,305,2.4615,177800
36,2096,1454,394,3.2216,238300
46,947,1120,264,3.4125,160700
52,1211,1102,392,1.6875,161400
23,1276,1359,376,1.9609,155000
42,1368,2312,484,2.5599,151400
8,2715,2580,718,2.8348,162000
44,919,1321,301,2.0775,121400
20,2587,1534,540,2.4375,190400
24,1943,1844,461,3.0192,184300
33,1406,1075,301,3.2813,190000
20,2687,2154,610,2.6434,169700
9,4934,3198,977,3.5,194800
19,2512,1856,537,3.1815,189100
19,1515,975,266,4.3906,241200
21,2794,2236,565,2.4053,178400
18,1063,1033,313,2.0192,171300
34,2152,1516,386,3.7863,192200
29,2377,1669,499,2.8214,190100
20,1201,601,234,2.5556,177500
18,2420,1278,416,5.2101,334000
18,3337,1449,519,5.1412,315800
27,991,543,155,4.7188,350000
26,1127,543,199,4.9792,240000
46,695,408,148,3.9408,222600
32,2637,1031,410,3.6474,231600
36,1397,661,243,4.125,239600
33,3581,1780,663,4.3429,214300
35,1541,791,277,4.425,204800
35,6422,2755,1064,5.0165,202300
51,2419,1078,435,2.7933,206900
17,1457,591,235,5.5785,284100
32,1602,752,275,5.1664,185100
18,808,420,145,7.1831,273300
23,506,264,89,7.1366,273900
46,1993,850,327,5.208,206800
29,3201,1722,570,4.4597,204100
39,2854,1338,518,3.9423,180300
15,1969,822,324,7.8774,394900
17,4413,1674,608,6.9772,383300
30,1427,686,251,4.0781,154500
36,2066,942,344,5.2417,196400
39,1065,497,208,4.5972,146300
21,5639,2670,871,6.0809,270000
41,2422,915,366,4.1679,201300
31,1634,939,332,3.8625,232300
34,2800,1353,512,4.1161,220900
36,4682,2143,832,4.5096,203700
17,4977,1987,947,3.8854,312300
21,4650,2014,704,5.6233,322000
20,1005,345,129,10.0968,500001
30,2077,816,328,5.2078,440500
20,467,229,86,4.8,261500
35,1818,682,254,4.8611,240000
12,2010,784,407,3.9728,190900
19,4113,2006,732,5.1121,308100
17,4154,2149,693,5.5919,373400
21,2387,913,341,7.736,397700
20,922,361,135,6.3617,331500
20,1918,798,302,7.5755,402300
23,1708,670,238,6.4517,356600
36,1522,677,206,5.8642,363500
17,1343,511,185,4.625,386400
14,679,306,113,6.4214,340600
16,1321,650,206,6.3258,390000
19,2023,955,328,5.2486,353000
20,2403,1149,369,6.0621,304400
21,5904,2616,916,5.9039,355300
21,2073,1044,351,4.5682,371600
14,6787,3416,1357,3.5943,262400
25,990,522,185,4.8269,272900
29,2681,1652,620,3.075,215800
16,1592,1039,351,3.6364,207000
25,2113,1365,439,4.6484,234600
19,5613,3018,1268,3.1914,215600
21,3349,1952,718,3.7273,251900
20,3495,2186,772,3.1167,258300
15,3044,1306,693,2.1771,213200
39,2702,1136,491,2.8941,256700
42,1275,451,200,4.7321,422400
16,875,300,157,2.625,377300
37,2846,939,433,4.7468,294400
24,3665,1954,833,2.8036,228500
27,4001,1808,945,2.561,234600
31,3209,1489,692,3.6619,245100
16,4907,2265,1048,2.6757,229200
17,2813,1337,477,3.7083,252400
15,2849,1546,582,2.7587,228600
23,4324,1844,875,3.0777,263800
24,3010,1360,504,4.2006,290700
21,3520,1486,753,3.0905,264300
34,3745,1622,802,3.1546,261200
31,1738,746,355,2.5172,330800
19,6356,2954,1070,4.7325,283500
32,2210,1082,396,4.1587,315200
20,3847,1725,737,3.3447,305200
23,3209,1423,666,2.7375,238000
11,4571,2004,847,4.2898,221700
16,8638,3706,1251,5.503,351800
23,5675,2197,880,4.8693,322300
16,1957,865,369,2.6875,233300
21,4117,2001,763,4.8953,289500
19,4920,1807,922,3.5112,231900
29,3457,1327,563,3.6597,252300
18,4910,1971,773,5.8325,308800
21,3707,1420,608,4.4485,295200
18,6355,2304,972,6.0281,321100
22,7281,1849,832,5.3276,335500
7,3703,1375,608,4.9219,368400
29,4921,2319,823,4.9517,307900
18,2774,1283,353,5.368,352000
22,2442,1301,290,3.1563,300000
17,1573,142,55,2.1719,420000
28,2715,1154,386,4.8021,290400
19,4431,1764,679,4.3321,298600
16,2599,1417,445,4.6611,349300
22,1903,760,322,2.9559,288400
21,1416,779,200,3.1987,279800
18,943,544,179,3.934,228600
23,1229,687,232,5.1433,305600
19,3461,2790,607,4.7569,190800
27,1580,1066,306,4.7071,202700
20,4228,2389,844,3.525,229100
29,2931,1954,506,3.2917,224700
22,569,542,125,2.1875,187500
26,1279,1276,420,1.2404,81300
44,1625,944,347,1.5972,68900
25,2054,835,475,2.1538,76900
34,1262,520,259,1.6983,72600
36,1808,807,383,1.8375,74800
17,1220,800,261,1.9181,118800
7,4843,2223,932,3.0549,101700
22,589,338,107,3.2639,87500
24,1610,748,307,2.6591,82800
43,2251,1479,512,1.5676,58200
23,2281,1164,420,3.5347,101200
36,1216,647,228,2.6944,75300
28,2213,1096,378,3.6923,86900
40,3895,1782,910,1.3329,78200
35,2072,1029,375,2.8512,75600
43,1455,747,279,2.7857,104200
38,855,468,150,1.4091,84400
24,5045,2220,979,2.6792,138900
17,785,417,136,2.3289,58200
17,1712,963,329,3.9375,148700
10,7949,3176,1163,4.1099,120100
23,1321,749,222,1.655,90100
9,4794,2162,865,3.1439,103100
5,2614,1275,411,3.4464,122900
22,2195,1021,460,1.4125,66500
14,4773,2101,1072,1.7227,105000
7,5178,2557,1283,2.4079,111400
13,3604,1598,670,2.4141,78700
11,3896,1902,843,2.2905,94200
10,2183,1061,325,3.6853,151600
5,6383,2965,1141,3.8103,111100
2,1937,756,274,3,114200
19,1043,505,183,1.6033,98800
20,3592,1865,781,2.0258,64800
26,1435,544,232,2.6705,136700
21,2500,1428,502,2.6513,113300
13,2085,1077,333,5.2149,146500
19,3753,1952,738,3.0954,86500
28,1127,538,208,2.037,72000
28,1427,692,285,2.125,80800
24,2068,951,332,3.9306,85900
20,1750,834,340,2.485,100600
18,4547,2269,766,3.7896,98100
16,2801,1695,563,1.9,81600
12,3900,2145,864,1.9881,85200
17,2280,976,434,2.71,97800
31,431,231,78,2.184,77300
18,2226,859,451,1.6821,69400
26,2187,1339,463,2.0395,67900
16,2777,1432,500,2.5592,75900
15,2524,1374,467,3.3816,93800
11,13714,6511,2267,3.5522,100100
16,2247,1206,463,1.9946,119200
23,2801,1318,454,3.5081,116700
18,4026,1731,705,3.35,118400
21,2405,1197,412,2.6488,83100
22,2390,1131,452,2.1458,84700
15,2532,1183,450,2.5417,92200
23,2248,1132,444,1.6429,80400
